"month","hour_of_day","day_of_week","operator","trips","scheduled_rides","trips_with_wait","wait_p50","wait_p90","trips_wait_gt10","trips_wait_gt15","share_wait_gt10","share_wait_gt15","avg_duration_min","avg_speed_mph","avg_fare","shared_requests","shared_matches","wav_requests","wav_matches","sum_miles","sum_time_sec","sum_total_fare"
"2026-03-01",1,2,"Uber",31713,149,31564,269.1,669.3,4291,950,0.1359,0.0301,15.7,20.79,30.46,1106,610,25,25,172570,29882395,966077.22
"2026-03-01",1,3,"Lyft",11779,55,11724,215.1,417.3,361,97,0.0308,0.0083,15.68,19.75,29.28,0,0,26,26,60798.34,11080587,344940.34
"2026-03-01",1,3,"Uber",29785,122,29663,253.9,630.9,3431,745,0.1157,0.0251,15.71,20.15,30.06,1025,605,20,20,157227.29,28083353,895242.87
"2026-03-01",1,4,"Lyft",12463,71,12392,213,409.8,440,125,0.0355,0.0101,16.15,20.04,30.26,0,0,25,25,67216.67,12074098,377101.65
"2026-03-01",1,4,"Uber",32461,113,32347,261.3,633.3,3819,746,0.1181,0.0231,16.26,20.07,30.81,1167,737,23,23,176555.89,31666964,1000055
"2026-03-01",1,5,"Lyft",18878,81,18797,228,451,930,373,0.0495,0.0198,16.65,19.38,31.13,0,0,33,33,101518.56,18855428,587747
"2026-03-01",1,5,"Uber",43127,147,42980,271.7,684.5,6009,1652,0.1398,0.0384,16.71,19.64,33.06,1492,972,17,17,235926.52,43241731,1425920.12
"2026-03-01",1,6,"Lyft",38395,98,38297,260.1,491.8,1825,300,0.0477,0.0078,16.56,16.41,29.46,0,0,73,73,173927.11,38150311,1131297.99
"2026-03-01",1,6,"Uber",78682,220,78462,293.3,693.9,11544,2911,0.1471,0.0371,17.16,17.25,30.81,3160,2462,27,27,388130.83,81012890,2424573.47
"2026-03-01",1,7,"Lyft",55291,100,55191,285.9,540.3,3756,608,0.0681,0.011,16.54,16.38,30.64,0,0,76,76,249693.76,54863779,1693876.83
"2026-03-01",1,7,"Uber",119259,289,118969,313.8,726.9,19817,4967,0.1666,0.0418,17.58,18,32.76,4493,3540,74,74,629101.8,125818479,3906599.65
"2026-03-01",2,1,"Lyft",11219,131,11088,254.2,512.5,706,184,0.0637,0.0166,16.06,20.82,29.59,0,0,34,34,62518.46,10811864,331979.64
"2026-03-01",2,1,"Uber",24218,328,23890,323.4,736.8,4274,1043,0.1789,0.0437,15.99,21.55,30.32,896,455,38,38,139081.21,23234638,734188.3
"2026-03-01",2,2,"Lyft",8479,94,8385,240.8,481.6,422,77,0.0503,0.0092,15.4,20.92,29.71,0,0,12,12,45506.44,7832311,251907.26
"2026-03-01",2,2,"Uber",21485,302,21183,291.5,692.8,3223,682,0.1522,0.0322,15.55,21.6,30.88,667,240,14,14,120283.95,20045059,663395.51
"2026-03-01",2,3,"Lyft",7861,84,7777,227.6,415.1,191,23,0.0246,0.003,15.22,19.94,28.67,0,0,13,13,39750.41,7176707,225382.29
"2026-03-01",2,3,"Uber",20289,237,20052,270.6,646.7,2517,536,0.1255,0.0267,15.57,20.85,29.62,701,343,16,16,109775.39,18957806,600868.91
"2026-03-01",2,4,"Lyft",8157,116,8041,225.3,428,291,57,0.0362,0.0071,16.02,20.75,30.76,0,0,18,18,45210.05,7842936,250893.24
"2026-03-01",2,4,"Uber",22125,287,21838,278.6,648.1,2751,568,0.126,0.026,16.11,21.15,30.67,815,441,9,9,125669.15,21390152,678520.19
"2026-03-01",2,5,"Lyft",12044,120,11924,228.8,419.5,326,64,0.0273,0.0054,16.17,19.62,30.25,0,0,23,23,63687.08,11687300,364331.75
"2026-03-01",2,5,"Uber",28639,314,28325,287.1,668.8,3755,869,0.1326,0.0307,16.22,20.36,31.36,1023,593,16,16,157576.2,27863517,897979.68
"2026-03-01",2,6,"Lyft",29126,118,29008,274.9,509.5,1523,223,0.0525,0.0077,16.56,17.48,30.08,0,0,47,47,140545.61,28941445,876055.28
"2026-03-01",2,6,"Uber",60111,350,59761,316,725.8,9892,2595,0.1655,0.0434,17.15,18.36,31.61,2616,2013,28,28,315560.53,61871391,1899858.84
"2026-03-01",2,7,"Lyft",34379,127,34252,287.4,540.8,2306,329,0.0673,0.0096,16.6,17.02,31.26,0,0,53,53,161886.22,34244342,1074541.85
"2026-03-01",2,7,"Uber",72925,430,72495,329.5,750.8,13167,3504,0.1816,0.0483,17.55,18.79,32.97,3029,2398,38,38,400956.69,76805870,2404456.51
"2026-03-01",3,1,"Lyft",9549,447,9102,282.2,514.7,527,99,0.0579,0.0109,17.26,22.46,34.87,0,0,18,18,61703.96,9890527,333012.39
"2026-03-01",3,1,"Uber",21888,1039,20849,352.3,807.7,4495,1365,0.2156,0.0655,17.16,23.71,35.84,715,301,25,25,148416.76,22532836,784467.58
"2026-03-01",3,2,"Lyft",7915,381,7534,272.9,512.7,427,74,0.0567,0.0098,16.86,22.56,34.67,0,0,15,15,50172.62,8006425,274422.02
"2026-03-01",3,2,"Uber",19598,917,18681,319.9,740.6,3203,846,0.1715,0.0453,16.78,23.71,35.51,602,239,13,13,129926.47,19725880,695979.99
"2026-03-01",3,3,"Lyft",7201,301,6900,261.2,468.8,245,32,0.0355,0.0046,16.68,22.08,33.92,0,0,14,14,44215.69,7207483,244287.51
"2026-03-01",3,3,"Uber",17863,827,17036,304.9,715.4,2686,647,0.1577,0.038,16.94,23.65,35.61,557,226,11,11,119297.95,18161087,636035.12
"2026-03-01",3,4,"Lyft",7690,481,7209,257.5,463.4,275,44,0.0381,0.0061,17.28,22.71,35.88,0,0,14,14,50278.96,7971110,275931.49
"2026-03-01",3,4,"Uber",19864,1061,18802,307.7,716.4,2915,742,0.155,0.0395,17.41,23.69,36.56,614,260,6,6,136555.32,20747008,726168.17
"2026-03-01",3,5,"Lyft",10092,464,9628,275.2,493,432,77,0.0449,0.008,17.26,21.96,35.29,0,0,16,16,63733.05,10448682,356165.95
"2026-03-01",3,5,"Uber",24155,1181,22974,335.3,761.1,4258,1208,0.1853,0.0526,17.37,23.17,37.08,766,424,7,7,162073.37,25178090,895559.18
"2026-03-01",3,6,"Lyft",21807,334,21473,297.1,556.9,1617,252,0.0753,0.0117,16.46,18.62,33.51,0,0,41,41,111413.56,21540801,730699.12
"2026-03-01",3,6,"Uber",46585,915,45670,346.3,792,9172,2903,0.2008,0.0636,17.78,20.32,35.63,2210,1663,23,23,280576.94,49697216,1659965.06
"2026-03-01",3,7,"Lyft",35786,496,35290,318.3,639.7,4213,1525,0.1194,0.0432,16.79,18.23,35.48,0,0,47,47,182542.56,36051128,1269543.94
"2026-03-01",3,7,"Uber",73776,1197,72578,367.2,877.5,17373,6702,0.2394,0.0923,18.09,20.21,37.35,3491,2658,34,34,449469.01,80080210,2755501.94
"2026-03-01",4,1,"Lyft",12979,1080,11899,373,710.2,2058,433,0.173,0.0364,17.53,22.42,39.84,0,0,19,19,85040.42,13652018,517103.73
"2026-03-01",4,1,"Uber",29756,1862,27894,386.9,874.3,6891,2542,0.247,0.0911,19.18,24.36,45.17,1010,488,11,11,231719.58,34244201,1343968.7
"2026-03-01",4,2,"Lyft",11676,930,10746,307.3,575.4,903,134,0.084,0.0125,16.85,23.33,37.3,0,0,23,23,76517.3,11807594,435528.05
"2026-03-01",4,2,"Uber",27227,1682,25545,325,759.9,4525,1343,0.1771,0.0526,17.87,24.81,41.34,811,332,8,8,201203.25,29189763,1125479.33
"2026-03-01",4,3,"Lyft",10374,842,9532,320.4,586.2,868,136,0.0911,0.0143,17.65,23.17,38.88,0,0,18,18,70688.65,10984782,403315.5
"2026-03-01",4,3,"Uber",23787,1490,22297,345,790.3,4345,1320,0.1949,0.0592,18.59,24.4,42.78,792,408,11,11,179858.07,26534753,1017555.79
"2026-03-01",4,4,"Lyft",11333,1056,10277,343.3,611.7,1102,181,0.1072,0.0176,18.27,23.14,42.49,0,0,11,11,79867.72,12426581,481498.43
"2026-03-01",4,4,"Uber",24882,1847,23035,358.9,818.2,4919,1582,0.2135,0.0687,19.59,24.75,47.36,762,389,9,9,201002.9,29239851,1178330.01
"2026-03-01",4,5,"Lyft",13021,1106,11915,388.1,703.3,2093,411,0.1757,0.0345,17.63,22.64,44.04,0,0,14,14,86617.8,13774612,573448.78
"2026-03-01",4,5,"Uber",26645,2060,24585,393.1,880.2,6278,2268,0.2554,0.0923,19.38,25.17,51.92,900,489,10,10,216690.65,30989089,1383512.44
"2026-03-01",4,6,"Lyft",18237,636,17601,352,682,2664,611,0.1514,0.0347,16.45,19.47,37.51,0,0,32,32,97373.95,18001635,684159.02
"2026-03-01",4,6,"Uber",39173,1234,37939,394.1,888.8,9921,3611,0.2615,0.0952,18.55,22.2,42.12,1814,1256,17,17,268773.96,43592267,1650065.77
"2026-03-01",4,7,"Lyft",28988,875,28113,366.3,719.9,4902,1172,0.1744,0.0417,16.44,19.21,39.17,0,0,27,27,152552.77,28593099,1135377.16
"2026-03-01",4,7,"Uber",57139,1657,55482,422.1,931.9,16477,6303,0.297,0.1136,18.65,22.01,43.47,2976,2136,29,29,391070.77,63950142,2483589.84
"2026-03-01",5,1,"Lyft",17277,1315,15962,336.8,649.4,2105,418,0.1319,0.0262,18.16,20.57,38.79,0,0,39,39,107532.07,18821633,670176.45
"2026-03-01",5,1,"Uber",48074,1986,46088,334.6,770.8,8444,2631,0.1832,0.0571,19.9,21.86,42.45,1685,1074,40,40,348448.04,57393685,2040744.25
"2026-03-01",5,2,"Lyft",17139,1149,15990,268.6,493.9,771,107,0.0482,0.0067,17.81,21.53,37,0,0,43,43,109572.43,18318609,634102.86
"2026-03-01",5,2,"Uber",44407,2025,42382,283.5,665.8,5582,1320,0.1317,0.0311,18.15,22.25,38.52,1456,856,22,22,298914.33,48355445,1710765.63
"2026-03-01",5,3,"Lyft",14622,1035,13587,291.1,531.2,824,118,0.0606,0.0087,18.5,21.31,38.98,0,0,36,36,96089.21,16229125,570027.97
"2026-03-01",5,3,"Uber",37313,1813,35500,299.2,685.6,4930,1214,0.1389,0.0342,18.85,22.18,41.1,1284,758,28,28,260043.79,42199549,1533663.32
"2026-03-01",5,4,"Lyft",15146,1151,13995,317.6,602,1418,256,0.1013,0.0183,18.9,20.93,41.47,0,0,23,23,99833.84,17175597,628051.38
"2026-03-01",5,4,"Uber",38076,1955,36121,321.6,726.4,5876,1590,0.1627,0.044,20.14,22.28,45.6,1171,673,14,14,284763.27,46006220,1736321.43
"2026-03-01",5,5,"Lyft",16199,1174,15025,347.5,683.3,2259,464,0.1503,0.0309,18.84,21.25,43.05,0,0,34,34,108080.97,18314071,697362.72
"2026-03-01",5,5,"Uber",36908,1927,34981,334.7,759.2,6288,1765,0.1798,0.0505,19.99,22.68,48.34,1295,812,34,34,278852.5,44258255,1784016.38
"2026-03-01",5,6,"Lyft",15329,655,14674,305,589.2,1384,308,0.0943,0.021,17.47,21.27,36.66,0,0,22,22,94952.56,16072397,561952.35
"2026-03-01",5,6,"Uber",35615,1235,34380,328.1,764.2,6231,1897,0.1812,0.0552,18.58,22.81,39.26,1394,808,19,19,251626.69,39708951,1398154.18
"2026-03-01",5,7,"Lyft",19745,868,18877,341.5,675.3,2721,661,0.1441,0.035,17.24,20.72,37.91,0,0,25,25,117534.96,20421608,748568.54
"2026-03-01",5,7,"Uber",47951,1757,46194,367.1,844.3,10588,3665,0.2292,0.0793,18.9,22.73,41.53,2169,1431,28,28,343221.68,54363866,1991516.22
"2026-03-01",6,1,"Lyft",29809,1296,28513,331.2,667,3972,859,0.1393,0.0301,18.56,16.76,34.6,0,0,43,43,154513.36,33189276,1031273.05
"2026-03-01",6,1,"Uber",82933,2788,80145,321.5,757.9,13692,4395,0.1708,0.0548,20.36,17.88,37.9,2968,1900,46,46,503149.87,101290700,3143212.95
"2026-03-01",6,2,"Lyft",31630,1078,30552,266.1,493.4,1437,203,0.047,0.0066,18.57,16.87,32.14,0,0,40,40,165200.56,35247458,1016507.19
"2026-03-01",6,2,"Uber",79363,2691,76672,274.6,644.8,9194,2249,0.1199,0.0293,19.21,17.79,34.68,2545,1558,57,57,452100.73,91477355,2752033.62
"2026-03-01",6,3,"Lyft",25829,981,24848,274.8,516.1,1424,186,0.0573,0.0075,18.72,17.06,33.5,0,0,42,42,137471.5,29014286,865379.82
"2026-03-01",6,3,"Uber",65803,2385,63418,279,643.2,7546,1828,0.119,0.0288,19.45,17.84,35.97,2204,1363,53,53,380458.03,76776039,2366816.08
"2026-03-01",6,4,"Lyft",26614,971,25643,294.7,564.1,2055,336,0.0801,0.0131,19.12,16.8,35.46,0,0,27,27,142440.03,30529073,943757.04
"2026-03-01",6,4,"Uber",67641,2482,65159,300.8,685.7,9112,2441,0.1398,0.0375,20.38,17.74,38.01,2266,1450,56,56,407636.8,82711491,2570728.9
"2026-03-01",6,5,"Lyft",26868,937,25931,314.7,621.4,2900,614,0.1118,0.0237,18.6,17.69,35.72,0,0,29,29,147313.6,29982419,959700.69
"2026-03-01",6,5,"Uber",61162,2402,58759,307.3,709.6,8828,2478,0.1502,0.0422,20.04,19.08,40.93,2124,1327,49,49,389770.36,73542058,2503146.66
"2026-03-01",6,6,"Lyft",18041,502,17539,265.2,494.3,840,114,0.0479,0.0065,16.99,21.15,33.7,0,0,30,30,108038.93,18391784,607976.43
"2026-03-01",6,6,"Uber",44299,1075,43224,292.9,706.1,6479,1802,0.1499,0.0417,17.76,22.41,35.17,1730,1105,21,21,293839.48,47208665,1557836.84
"2026-03-01",6,7,"Lyft",21196,802,20394,313.9,640.5,2514,604,0.1233,0.0296,17.1,21.18,36.2,0,0,29,29,127932.03,21748231,767308.05
"2026-03-01",6,7,"Uber",55211,1665,53545,331.5,779.4,10064,3181,0.188,0.0594,18.25,22.65,38.23,2525,1681,21,21,380287.2,60448613,2110691.3
"2026-03-01",7,1,"Lyft",46201,1975,44226,396.3,829.6,10993,3261,0.2486,0.0737,19.05,12.76,32.74,0,0,104,104,187069.58,52798126,1512756.42
"2026-03-01",7,1,"Uber",131871,3988,127883,341.1,786.8,23825,8068,0.1863,0.0631,20.44,13.86,35.79,4039,2287,201,201,622905.88,161738573,4720177.06
"2026-03-01",7,2,"Lyft",51888,1791,50097,316.2,636.7,6067,1143,0.1211,0.0228,19.46,12.69,30.42,0,0,101,101,213575.3,60594277,1578555.92
"2026-03-01",7,2,"Uber",127932,3919,124013,299.6,699.5,17818,5314,0.1437,0.0429,20.11,13.62,33.8,3514,1835,211,211,583992.87,154376525,4323921.07
"2026-03-01",7,3,"Lyft",42345,1472,40873,330.5,664.1,5687,1101,0.1391,0.0269,19.28,12.66,30.26,0,0,85,85,172329.34,48995917,1281565.3
"2026-03-01",7,3,"Uber",106331,3393,102938,304.3,701.8,14753,4461,0.1433,0.0433,20.1,13.6,34.04,2917,1533,183,183,484603.34,128264242,3619170.78
"2026-03-01",7,4,"Lyft",41577,1655,39922,337.7,656.1,5475,1001,0.1371,0.0251,19.41,12.53,33.02,0,0,78,78,168463.6,48411861,1372824.82
"2026-03-01",7,4,"Uber",109752,3510,106242,320.3,728,16610,5161,0.1563,0.0486,20.57,13.45,36.16,3017,1676,162,162,506252.32,135471766,3968336.88
"2026-03-01",7,5,"Lyft",40888,1333,39555,347.9,706.7,6556,1432,0.1657,0.0362,18.73,14.03,31.83,0,0,79,79,179009.12,45942387,1301591.43
"2026-03-01",7,5,"Uber",96863,3114,93749,322.5,749.4,15631,4934,0.1667,0.0526,19.85,15.09,35.52,2726,1512,145,145,483735.19,115372009,3440942.96
"2026-03-01",7,6,"Lyft",22153,455,21698,228.9,406.1,446,74,0.0206,0.0034,16.77,20.03,31.37,0,0,29,29,124002.6,22290469,694981.13
"2026-03-01",7,6,"Uber",58453,1092,57361,255.6,612,6044,1340,0.1054,0.0234,17.02,20.92,30.98,2008,1247,55,55,346910,59684973,1810901.81
"2026-03-01",7,7,"Lyft",24731,538,24193,248.1,461.2,972,184,0.0402,0.0076,16.33,21.22,31.96,0,0,36,36,142824.36,24227918,790413.03
"2026-03-01",7,7,"Uber",65907,1387,64520,271.1,657.5,8054,1958,0.1248,0.0303,16.91,22.2,32.33,2628,1730,42,42,412491.88,66885168,2130696.99
"2026-03-01",8,1,"Lyft",59971,1925,58046,330.1,708.7,9027,2657,0.1555,0.0458,18.35,11.67,29.65,0,0,203,203,213984.31,66032431,1777947.27
"2026-03-01",8,1,"Uber",167211,3675,163536,309.3,710.6,24568,7345,0.1502,0.0449,19.49,12.65,31.56,3725,1828,363,363,687069.08,195542444,5276831.95
"2026-03-01",8,2,"Lyft",65752,1777,63975,284.2,563.5,5204,1068,0.0813,0.0167,19.07,11.36,28.77,0,0,180,180,237364.81,75246742,1891417.39
"2026-03-01",8,2,"Uber",154998,3737,151260,273.7,625.9,16776,4345,0.1109,0.0287,19.55,12.31,32.5,3101,1276,389,389,621539.79,181797932,5037672.43
"2026-03-01",8,3,"Lyft",53744,1640,52104,302.2,624.4,5856,1331,0.1124,0.0255,18.83,11.4,28.94,0,0,152,152,192333.03,60711912,1555522.68
"2026-03-01",8,3,"Uber",127540,3177,124363,273.5,609.8,12934,3259,0.104,0.0262,19.42,12.48,33.43,2636,1152,278,278,515305.22,148613672,4263830.81
"2026-03-01",8,4,"Lyft",52408,1544,50864,313.9,652.4,6472,1577,0.1272,0.031,18.5,11.11,31.04,0,0,140,140,179551.63,58175007,1626620.63
"2026-03-01",8,4,"Uber",142341,3433,138908,307,674.1,18566,4975,0.1337,0.0358,19.55,12.27,35.17,3060,1358,296,296,568815.12,166941497,5005883.05
"2026-03-01",8,5,"Lyft",49792,1349,48443,291.5,593,4654,990,0.0961,0.0204,18.13,12.96,29,0,0,144,144,195080.66,54173116,1444039.46
"2026-03-01",8,5,"Uber",118733,2934,115799,287.7,675.2,15313,4460,0.1322,0.0385,18.79,14.05,31.89,2478,1180,280,280,522585.86,133877877,3786025.56
"2026-03-01",8,6,"Lyft",27512,457,27055,225.9,399.2,457,63,0.0169,0.0023,16.46,17.88,28.91,0,0,75,75,135010.63,27177669,795327.6
"2026-03-01",8,6,"Uber",74892,1047,73845,250.2,592.8,7097,1501,0.0961,0.0203,16.62,18.84,28.57,1798,1010,92,92,390811.63,74686796,2139507.7
"2026-03-01",8,7,"Lyft",27898,514,27384,220.3,379.8,366,62,0.0134,0.0023,16.24,19.87,30.32,0,0,74,74,150031.91,27176129,845829.59
"2026-03-01",8,7,"Uber",78064,1235,76829,242.9,574.9,6694,1271,0.0871,0.0165,16.36,20.65,30.13,2135,1268,84,84,439579.73,76649341,2352218.22
"2026-03-01",9,1,"Lyft",49457,1886,47571,223.9,422.2,1463,307,0.0308,0.0065,18.66,12.72,28.67,0,0,243,243,195621.1,55368330,1418101.43
"2026-03-01",9,1,"Uber",134470,3132,131338,238.4,555.7,10549,2286,0.0803,0.0174,19.04,13.52,30.21,2219,930,561,561,576875.3,153638814,4062923.97
"2026-03-01",9,2,"Lyft",55613,1799,53814,226.4,421,1458,251,0.0271,0.0047,19.19,11.92,28.62,0,0,243,243,212092.58,64038004,1591405.84
"2026-03-01",9,2,"Uber",130907,3205,127702,231.1,533.8,8974,1934,0.0703,0.0151,19.46,12.9,32.25,2113,798,647,647,547534.39,152834949,4222065.31
"2026-03-01",9,3,"Lyft",47641,1655,45986,228.8,438.5,1627,335,0.0354,0.0073,19.12,12.28,29.17,0,0,249,249,186407.54,54645208,1389823.55
"2026-03-01",9,3,"Uber",106899,2718,104181,228.5,519.9,6738,1318,0.0647,0.0127,19.24,13.2,33.19,1831,709,513,513,452695.59,123429275,3547710.39
"2026-03-01",9,4,"Lyft",48917,1489,47428,246.8,514.8,2984,714,0.0629,0.0151,18.96,11.64,29.18,0,0,195,195,179847.85,55640288,1427408.4
"2026-03-01",9,4,"Uber",122947,2897,120050,245.9,559.9,9860,2174,0.0821,0.0181,19.42,12.71,32.55,2048,789,441,441,506008.59,143287200,4002036.14
"2026-03-01",9,5,"Lyft",44393,1338,43055,230.5,463.2,1947,416,0.0452,0.0097,18.36,13.48,28.54,0,0,221,221,183076.66,48903134,1267185.49
"2026-03-01",9,5,"Uber",104788,2518,102270,240.4,572.5,8975,2273,0.0878,0.0222,18.58,14.38,31.45,1688,713,437,437,466793.65,116837118,3295630.95
"2026-03-01",9,6,"Lyft",33026,474,32552,223.7,396.1,525,60,0.0161,0.0018,16.46,16.19,27.92,0,0,83,83,146687.51,32608149,922152.71
"2026-03-01",9,6,"Uber",89725,971,88754,242.3,575.8,7907,1768,0.0891,0.0199,16.68,16.98,28.03,1518,750,139,139,423628.7,89810767,2514954.85
"2026-03-01",9,7,"Lyft",35238,463,34775,228.6,399.8,631,94,0.0181,0.0027,15.94,18.18,29,0,0,119,119,170177.47,33700711,1022026.64
"2026-03-01",9,7,"Uber",98297,1100,97197,247.8,579.3,8770,1761,0.0902,0.0181,16.06,18.88,29,1861,967,185,185,496777.74,94736578,2850630.87
"2026-03-01",10,1,"Lyft",40159,1362,38797,199.9,359.6,522,81,0.0135,0.0021,19.41,13.56,29.95,0,0,269,269,176148.35,46774868,1202921.73
"2026-03-01",10,1,"Uber",110370,2350,108020,220.4,513.3,6511,1160,0.0603,0.0107,19.47,14.25,31.65,1324,439,702,702,510250.43,128943854,3493025.07
"2026-03-01",10,2,"Lyft",43559,1420,42139,203.9,372.4,625,99,0.0148,0.0023,19.87,12.89,30.05,0,0,289,289,185938.58,51932664,1309013.21
"2026-03-01",10,2,"Uber",108690,2443,106247,218.3,508.2,6242,1171,0.0587,0.011,19.82,13.52,33.17,1417,497,699,699,485567.11,129253589,3605105.53
"2026-03-01",10,3,"Lyft",35131,1148,33983,201.5,364.2,461,75,0.0136,0.0022,19.92,13.06,30.5,0,0,212,212,152303.64,41979551,1071344.38
"2026-03-01",10,3,"Uber",91177,2121,89056,215.1,499.6,5016,940,0.0563,0.0106,19.77,13.73,33.51,1064,328,586,586,412260.69,108131963,3055751.29
"2026-03-01",10,4,"Lyft",39486,1218,38268,208.9,383.6,749,159,0.0196,0.0042,20.08,12.51,30.35,0,0,239,239,165368.27,47578169,1198376.24
"2026-03-01",10,4,"Uber",101606,2073,99533,221.4,517.9,6288,1218,0.0632,0.0122,20.03,13.19,32.93,1251,404,588,588,447488.15,122116704,3346235.88
"2026-03-01",10,5,"Lyft",37098,1021,36077,210.8,389.6,708,129,0.0196,0.0036,19.63,13.96,30.67,0,0,226,226,169472.84,43689398,1137926.96
"2026-03-01",10,5,"Uber",93766,1899,91867,228.5,544.8,6983,1655,0.076,0.018,19.39,14.58,32.76,1114,377,476,476,441734.64,109071513,3071792.62
"2026-03-01",10,6,"Lyft",34910,306,34604,214.7,382.2,523,96,0.0151,0.0028,16.92,15.17,28.19,0,0,113,113,149297.32,35437939,983983.67
"2026-03-01",10,6,"Uber",98404,788,97616,230.5,547,7453,1585,0.0764,0.0162,17.08,15.85,28.25,1442,682,224,224,444054.62,100865964,2780247.07
"2026-03-01",10,7,"Lyft",42205,403,41802,233.1,414.3,903,134,0.0216,0.0032,16.51,16.96,29.24,0,0,143,143,197029.05,41810239,1233949.31
"2026-03-01",10,7,"Uber",117871,892,116979,253,593.5,11337,2515,0.0969,0.0215,16.56,17.71,29.44,1738,851,237,237,576155.18,117143643,3469847.13
"2026-03-01",11,1,"Lyft",35265,1127,34138,197.2,359.1,492,88,0.0144,0.0026,19.71,13.76,31.82,0,0,301,301,159404.48,41708839,1122290.82
"2026-03-01",11,1,"Uber",101602,1987,99615,219.6,517.6,6160,1148,0.0618,0.0115,19.92,14.45,33.17,1176,373,623,623,487139.6,121404596,3370388.18
"2026-03-01",11,2,"Lyft",37938,1047,36891,199.8,366.5,599,107,0.0162,0.0029,20.28,13.17,32.14,0,0,309,309,168932.61,46160822,1219176.64
"2026-03-01",11,2,"Uber",100637,2081,98556,217.7,511.1,5866,1158,0.0595,0.0117,20.35,13.81,35.04,1202,351,749,749,471267.73,122861395,3526103.96
"2026-03-01",11,3,"Lyft",31167,965,30202,197.6,360.3,448,80,0.0148,0.0026,20.55,13.4,32.67,0,0,256,256,143018.15,38432560,1018312.27
"2026-03-01",11,3,"Uber",85144,1774,83370,211.4,492.8,4433,804,0.0532,0.0096,20.45,13.85,35.21,970,274,636,636,401961.88,104454705,2998081.6
"2026-03-01",11,4,"Lyft",35802,1000,34802,205.1,376.4,605,105,0.0174,0.003,20.95,12.67,32.17,0,0,236,236,158415.81,45011491,1151799.3
"2026-03-01",11,4,"Uber",96651,1945,94706,221.6,521.2,6101,1192,0.0644,0.0126,21.05,13.1,34.86,1040,336,571,571,444183.56,122062025,3369091.96
"2026-03-01",11,5,"Lyft",34026,828,33198,218.2,404.2,715,123,0.0215,0.0037,20.45,13.68,32.42,0,0,240,240,158605.44,41753395,1103215.28
"2026-03-01",11,5,"Uber",90311,1591,88720,232.7,557,7259,1632,0.0818,0.0184,20.3,14.16,34.05,1007,311,507,507,432708.14,110024282,3075070.37
"2026-03-01",11,6,"Lyft",36970,322,36648,218.3,389.4,593,93,0.0162,0.0025,17.82,14.15,28.96,0,0,120,120,155450.1,39536722,1070833.74
"2026-03-01",11,6,"Uber",103939,703,103236,232,547.8,7984,1643,0.0773,0.0159,18.11,14.9,29.31,1277,561,224,224,467681.72,112960827,3046030.42
"2026-03-01",11,7,"Lyft",46063,401,45662,232.4,413.3,1012,190,0.0222,0.0042,17.32,15.94,29.85,0,0,155,155,211933.18,47871287,1375097.34
"2026-03-01",11,7,"Uber",120465,851,119614,246.6,577.9,10737,2253,0.0898,0.0188,17.35,16.64,30.61,1627,711,244,244,579436.29,125369351,3687107.38
"2026-03-01",12,1,"Lyft",35158,1204,33954,203.4,373.4,559,95,0.0165,0.0028,19.84,14.09,32.59,0,0,309,309,163811.18,41843348,1145674.79
"2026-03-01",12,1,"Uber",100475,2109,98366,225.2,531.3,6678,1245,0.0679,0.0127,20.19,14.74,34.42,1151,344,731,731,498357.37,121714939,3458731.52
"2026-03-01",12,2,"Lyft",37029,1164,35865,205,380.9,674,138,0.0188,0.0038,20.25,13.27,32.45,0,0,365,365,165815.83,44996639,1201561.39
"2026-03-01",12,2,"Uber",99598,2042,97556,223.2,524.6,6466,1366,0.0663,0.014,20.4,14.09,35.32,1157,321,821,821,476973.13,121880141,3518028.71
"2026-03-01",12,3,"Lyft",30901,1075,29826,204.4,376.8,536,112,0.018,0.0038,20.87,13.46,33.61,0,0,311,311,144649.43,38697328,1038703.49
"2026-03-01",12,3,"Uber",85361,1806,83555,216.8,506.6,4907,923,0.0587,0.011,20.9,14.08,36.4,976,315,675,675,418712.91,107054563,3107392.77
"2026-03-01",12,4,"Lyft",35606,1076,34530,212.1,391.7,791,175,0.0229,0.0051,21.48,13.16,34.28,0,0,304,304,167694.89,45882201,1220479.52
"2026-03-01",12,4,"Uber",94973,1846,93127,227.7,539.6,6852,1406,0.0736,0.0151,21.52,13.53,37.16,1006,335,649,649,461127.22,122654289,3529552.22
"2026-03-01",12,5,"Lyft",34476,794,33682,244.2,450.1,1100,199,0.0327,0.0059,20.87,13.6,33.41,0,0,251,251,163059.09,43166510,1151861.99
"2026-03-01",12,5,"Uber",92063,1595,90468,254.5,609.6,9403,2293,0.1039,0.0253,21,14.01,35.64,1094,374,556,556,451457.66,115977541,3280820.05
"2026-03-01",12,6,"Lyft",37958,313,37645,227.8,408.7,811,133,0.0215,0.0035,18.87,13.4,30.14,0,0,131,131,159931.24,42971468,1143864.8
"2026-03-01",12,6,"Uber",108333,654,107679,240.1,575.3,9571,2121,0.0889,0.0197,18.99,14.11,29.94,1299,566,274,274,483987.63,123466548,3243095.33
"2026-03-01",12,7,"Lyft",46578,378,46200,236,418.6,1084,163,0.0235,0.0035,18.33,15.37,31.3,0,0,171,171,218742.09,51237425,1457846.07
