"trip_date","hour_of_day","day_of_week","operator","trips","shared_requests","shared_requested_matches","shared_orphan_matches","actual_shared_trips","wav_requests","wav_requested_matches","wav_unrequested_matches","actual_wav_trips","access_a_ride_trips","access_a_ride_wav_requests","access_a_ride_wav_requested_matches","access_a_ride_wav_matches"
"2025-11-09",15,7,"Uber",32292,580,287,0,287,78,78,3534,3612,34,3,3,9
"2025-11-09",16,7,"Lyft",10116,0,0,1,1,27,27,657,684,14,1,1,2
"2025-11-09",16,7,"Uber",27690,550,260,0,260,59,59,3071,3130,24,2,2,5
"2025-11-09",17,7,"Lyft",10223,0,0,1,1,28,28,646,674,14,4,4,5
"2025-11-09",17,7,"Uber",27300,598,331,0,331,54,54,3051,3105,34,2,2,9
"2025-11-09",18,7,"Lyft",9513,0,0,0,0,31,31,540,571,6,2,2,2
"2025-11-09",18,7,"Uber",25167,508,295,0,295,44,44,2867,2911,22,0,0,0
"2025-11-09",19,7,"Lyft",8396,0,0,1,1,20,20,400,420,5,0,0,2
"2025-11-09",19,7,"Uber",23753,511,270,0,270,35,35,2648,2683,17,0,0,0
"2025-11-09",20,7,"Lyft",7681,0,0,0,0,19,19,321,340,9,2,2,2
"2025-11-09",20,7,"Uber",21644,625,356,0,356,27,27,2396,2423,18,2,2,6
"2025-11-09",21,7,"Lyft",7898,0,0,1,1,13,13,316,329,3,0,0,0
"2025-11-09",21,7,"Uber",19855,651,378,0,378,17,17,1982,1999,12,0,0,1
"2025-11-09",22,7,"Lyft",7444,0,0,1,1,12,12,332,344,3,0,0,0
"2025-11-09",22,7,"Uber",18630,597,368,0,368,21,21,1870,1891,12,2,2,4
"2025-11-09",23,7,"Lyft",6791,0,0,3,3,14,14,340,354,3,1,1,2
"2025-11-09",23,7,"Uber",15541,692,439,0,439,8,8,1462,1470,5,0,0,1
"2025-11-10",0,1,"Lyft",5249,0,0,0,0,11,11,245,256,1,1,1,1
"2025-11-10",0,1,"Uber",11091,560,355,0,355,5,5,980,985,10,1,1,1
"2025-11-10",1,1,"Lyft",3293,0,0,1,1,3,3,147,150,0,0,0,0
"2025-11-10",1,1,"Uber",7111,296,148,0,148,6,6,628,634,1,0,0,0
"2025-11-10",2,1,"Lyft",2491,0,0,1,1,4,4,130,134,0,0,0,0
"2025-11-10",2,1,"Uber",4774,178,78,0,78,3,3,398,401,2,0,0,1
"2025-11-10",3,1,"Lyft",2142,0,0,1,1,2,2,114,116,1,0,0,0
"2025-11-10",3,1,"Uber",4462,164,63,0,63,4,4,368,372,2,0,0,0
"2025-11-10",4,1,"Lyft",2791,0,0,0,0,0,0,177,177,1,0,0,0
"2025-11-10",4,1,"Uber",6144,192,79,0,79,3,3,543,546,2,0,0,0
"2025-11-10",5,1,"Lyft",3765,0,0,0,0,7,7,230,237,4,0,0,0
"2025-11-10",5,1,"Uber",9297,251,131,0,131,8,8,872,880,3,0,0,0
"2025-11-10",6,1,"Lyft",6403,0,0,0,0,10,10,364,374,9,1,1,1
"2025-11-10",6,1,"Uber",15843,530,307,0,307,20,20,1590,1610,18,0,0,3
"2025-11-10",7,1,"Lyft",9747,0,0,1,1,11,11,641,652,9,0,0,0
"2025-11-10",7,1,"Uber",25151,635,337,0,337,30,30,2411,2441,19,0,0,0
"2025-11-10",8,1,"Lyft",10879,0,0,0,0,21,21,589,610,9,1,1,1
"2025-11-10",8,1,"Uber",29201,565,261,0,261,70,70,2763,2833,24,4,4,5
"2025-11-10",9,1,"Lyft",8576,0,0,0,0,33,33,322,355,11,2,2,2
"2025-11-10",9,1,"Uber",24477,485,194,0,194,110,110,2300,2410,31,5,5,6
"2025-11-10",10,1,"Lyft",7230,0,0,0,0,49,49,257,306,18,3,3,5
"2025-11-10",10,1,"Uber",20400,271,96,0,96,145,145,1842,1987,31,5,5,8
"2025-11-10",11,1,"Lyft",6927,0,0,0,0,53,53,231,284,11,1,1,2
"2025-11-10",11,1,"Uber",19346,215,45,0,45,118,118,1815,1933,36,2,2,9
"2025-11-10",12,1,"Lyft",7581,0,0,0,0,60,60,303,363,22,4,4,5
"2025-11-10",12,1,"Uber",22740,265,69,0,69,173,173,2105,2278,36,6,6,7
"2025-11-10",13,1,"Lyft",8341,0,0,0,0,54,54,412,466,18,0,0,1
"2025-11-10",13,1,"Uber",24518,343,116,0,116,150,150,2476,2626,44,2,2,3
"2025-11-10",14,1,"Lyft",8464,0,0,0,0,56,56,456,512,16,1,1,3
"2025-11-10",14,1,"Uber",24346,349,112,0,112,155,155,2465,2620,35,3,3,11
"2025-11-10",15,1,"Lyft",7921,0,0,0,0,73,73,427,500,11,1,1,3
"2025-11-10",15,1,"Uber",24596,356,131,0,131,137,137,2527,2664,35,6,6,10
"2025-11-10",16,1,"Lyft",8118,0,0,0,0,39,39,502,541,12,2,2,4
"2025-11-10",16,1,"Uber",25592,497,218,0,218,88,88,2677,2765,43,5,5,9
"2025-11-10",17,1,"Lyft",9551,0,0,0,0,42,42,602,644,12,1,1,1
"2025-11-10",17,1,"Uber",29294,494,227,0,227,82,82,3014,3096,37,4,4,5
"2025-11-10",18,1,"Lyft",9448,0,0,0,0,34,34,571,605,10,1,1,2
"2025-11-10",18,1,"Uber",30098,483,208,0,208,54,54,2991,3045,22,1,1,2
"2025-11-10",19,1,"Lyft",8718,0,0,0,0,26,26,446,472,6,1,1,1
"2025-11-10",19,1,"Uber",26353,410,136,0,136,35,35,2567,2602,12,3,3,3
"2025-11-10",20,1,"Lyft",8344,0,0,0,0,19,19,401,420,10,0,0,0
"2025-11-10",20,1,"Uber",25610,474,216,0,216,28,28,2473,2501,20,0,0,4
"2025-11-10",21,1,"Lyft",8418,0,0,0,0,16,16,409,425,2,1,1,1
"2025-11-10",21,1,"Uber",24189,523,264,0,264,32,32,2282,2314,17,3,3,4
"2025-11-10",22,1,"Lyft",7700,0,0,1,1,11,11,375,386,4,0,0,0
"2025-11-10",22,1,"Uber",20942,597,330,0,330,25,25,1958,1983,7,1,1,1
"2025-11-10",23,1,"Lyft",6418,0,0,0,0,8,8,315,323,2,0,0,0
"2025-11-10",23,1,"Uber",17643,708,451,0,451,10,10,1524,1534,11,1,1,1
"2025-11-11",0,2,"Lyft",4722,0,0,0,0,4,4,216,220,2,0,0,0
"2025-11-11",0,2,"Uber",11454,593,364,0,364,5,5,926,931,6,1,1,1
"2025-11-11",1,2,"Lyft",3153,0,0,0,0,4,4,161,165,0,0,0,0
"2025-11-11",1,2,"Uber",6779,336,176,0,176,4,4,514,518,3,1,1,1
"2025-11-11",2,2,"Lyft",2178,0,0,0,0,3,3,96,99,0,0,0,0
"2025-11-11",2,2,"Uber",4604,183,79,0,79,0,0,330,330,0,0,0,0
"2025-11-11",3,2,"Lyft",1674,0,0,0,0,4,4,69,73,0,0,0,0
"2025-11-11",3,2,"Uber",4013,144,61,0,61,6,6,314,320,1,0,0,0
"2025-11-11",4,2,"Lyft",2563,0,0,0,0,4,4,133,137,1,0,0,0
"2025-11-11",4,2,"Uber",5440,172,79,0,79,3,3,504,507,1,0,0,0
"2025-11-11",5,2,"Lyft",3332,0,0,0,0,6,6,191,197,3,0,0,0
"2025-11-11",5,2,"Uber",7991,263,125,0,125,4,4,732,736,2,1,1,1
"2025-11-11",6,2,"Lyft",5271,0,0,0,0,14,14,316,330,6,1,1,2
"2025-11-11",6,2,"Uber",13556,391,214,0,214,6,6,1228,1234,7,0,0,1
"2025-11-11",7,2,"Lyft",7767,0,0,0,0,19,19,372,391,10,1,1,1
"2025-11-11",7,2,"Uber",20023,567,300,0,300,26,26,1833,1859,11,1,1,1
"2025-11-11",8,2,"Lyft",9752,0,0,0,0,25,25,439,464,19,1,1,3
"2025-11-11",8,2,"Uber",24893,581,263,0,263,64,64,2325,2389,22,1,1,2
"2025-11-11",9,2,"Lyft",8968,0,0,0,0,31,31,362,393,12,2,2,3
"2025-11-11",9,2,"Uber",23862,398,139,0,139,106,106,2237,2343,28,1,1,3
"2025-11-11",10,2,"Lyft",8142,0,0,0,0,49,49,343,392,22,3,3,6
"2025-11-11",10,2,"Uber",21122,320,86,0,86,121,121,1974,2095,42,4,4,9
"2025-11-11",11,2,"Lyft",7965,0,0,0,0,58,58,380,438,19,4,4,7
"2025-11-11",11,2,"Uber",20366,296,93,0,93,125,125,1872,1997,36,5,5,7
"2025-11-11",12,2,"Lyft",7812,0,0,0,0,49,49,349,398,15,2,2,6
"2025-11-11",12,2,"Uber",20179,241,58,0,58,141,141,1900,2041,52,7,7,11
"2025-11-11",13,2,"Lyft",7940,0,0,0,0,58,58,379,437,23,2,2,6
"2025-11-11",13,2,"Uber",20970,297,79,0,79,136,136,2034,2170,42,3,3,9
"2025-11-11",14,2,"Lyft",7793,0,0,0,0,52,52,409,461,13,2,2,2
"2025-11-11",14,2,"Uber",21979,312,78,0,78,151,151,2201,2352,33,4,4,5
"2025-11-11",15,2,"Lyft",8041,0,0,0,0,57,57,388,445,18,3,3,5
"2025-11-11",15,2,"Uber",23920,351,116,0,116,122,122,2531,2653,40,8,8,11
"2025-11-11",16,2,"Lyft",8395,0,0,1,1,41,41,502,543,16,1,1,1
"2025-11-11",16,2,"Uber",24979,518,195,0,195,95,95,2659,2754,33,2,2,3
"2025-11-11",17,2,"Lyft",9938,0,0,2,2,45,45,610,655,22,2,2,3
"2025-11-11",17,2,"Uber",28253,554,240,0,240,67,67,2888,2955,33,5,5,12
"2025-11-11",18,2,"Lyft",10297,0,0,0,0,41,41,630,671,7,4,4,5
"2025-11-11",18,2,"Uber",29863,553,233,0,233,60,60,2992,3052,36,4,4,8
"2025-11-11",19,2,"Lyft",9448,0,0,0,0,25,25,494,519,10,1,1,1
"2025-11-11",19,2,"Uber",27277,519,239,0,239,37,37,2703,2740,30,3,3,5
"2025-11-11",20,2,"Lyft",8602,0,0,0,0,27,27,384,411,6,1,1,1
"2025-11-11",20,2,"Uber",25623,518,254,0,254,30,30,2394,2424,14,0,0,3
"2025-11-11",21,2,"Lyft",9282,0,0,2,2,17,17,462,479,7,3,3,4
"2025-11-11",21,2,"Uber",24575,585,341,0,341,32,32,2298,2330,13,1,1,2
"2025-11-11",22,2,"Lyft",8992,0,0,2,2,20,20,504,524,2,1,1,1
"2025-11-11",22,2,"Uber",23091,623,369,0,369,17,17,2051,2068,13,1,1,1
"2025-11-11",23,2,"Lyft",6475,0,0,0,0,6,6,298,304,2,0,0,0
"2025-11-11",23,2,"Uber",17213,778,538,0,538,12,12,1564,1576,5,1,1,2
"2025-11-12",0,3,"Lyft",4744,0,0,0,0,8,8,222,230,0,0,0,0
"2025-11-12",0,3,"Uber",11178,615,392,0,392,7,7,894,901,7,2,2,3
"2025-11-12",1,3,"Lyft",2549,0,0,0,0,7,7,94,101,1,0,0,0
"2025-11-12",1,3,"Uber",5886,314,176,0,176,1,1,445,446,1,0,0,0
"2025-11-12",2,3,"Lyft",1539,0,0,0,0,6,6,51,57,0,0,0,0
"2025-11-12",2,3,"Uber",3974,199,87,0,87,3,3,279,282,1,0,0,0
"2025-11-12",3,3,"Lyft",1496,0,0,0,0,2,2,45,47,0,0,0,0
"2025-11-12",3,3,"Uber",3540,146,63,0,63,1,1,256,257,0,0,0,0
"2025-11-12",4,3,"Lyft",2519,0,0,0,0,2,2,127,129,0,0,0,0
"2025-11-12",4,3,"Uber",5399,199,91,0,91,3,3,451,454,2,0,0,0
"2025-11-12",5,3,"Lyft",3753,0,0,0,0,7,7,208,215,2,0,0,0
"2025-11-12",5,3,"Uber",8836,315,180,0,180,7,7,813,820,2,0,0,0
"2025-11-12",6,3,"Lyft",6616,0,0,0,0,13,13,376,389,7,1,1,1
"2025-11-12",6,3,"Uber",16143,578,364,0,364,13,13,1580,1593,22,2,2,6
"2025-11-12",7,3,"Lyft",10667,0,0,2,2,25,25,689,714,15,4,4,5
"2025-11-12",7,3,"Uber",26368,802,475,0,475,43,43,2636,2679,20,0,0,0
"2025-11-12",8,3,"Lyft",12590,0,0,2,2,26,26,745,771,16,1,1,1
"2025-11-12",8,3,"Uber",31085,770,400,0,400,76,76,2988,3064,33,2,2,7
"2025-11-12",9,3,"Lyft",10113,0,0,0,0,50,50,485,535,17,3,3,4
"2025-11-12",9,3,"Uber",25616,588,246,0,246,118,118,2379,2497,23,3,3,4
"2025-11-12",10,3,"Lyft",8303,0,0,0,0,45,45,303,348,10,1,1,2
"2025-11-12",10,3,"Uber",21368,332,128,0,128,129,129,1999,2128,37,5,5,7
"2025-11-12",11,3,"Lyft",7352,0,0,0,0,68,68,236,304,20,2,2,4
"2025-11-12",11,3,"Uber",20039,285,85,0,85,147,147,1889,2036,22,1,1,1
"2025-11-12",12,3,"Lyft",7466,0,0,1,1,66,66,324,390,13,2,2,4
"2025-11-12",12,3,"Uber",19898,284,68,0,68,172,172,1923,2095,43,6,6,9
"2025-11-12",13,3,"Lyft",7582,0,0,0,0,60,60,356,416,16,2,2,3
"2025-11-12",13,3,"Uber",21074,287,77,0,77,171,171,2088,2259,49,6,6,15
"2025-11-12",14,3,"Lyft",8642,0,0,0,0,74,74,504,578,23,6,6,7
"2025-11-12",14,3,"Uber",23665,411,154,0,154,158,158,2410,2568,44,5,5,6
"2025-11-12",15,3,"Lyft",8423,0,0,0,0,71,71,476,547,18,3,3,6
"2025-11-12",15,3,"Uber",24034,424,184,0,184,134,134,2548,2682,44,3,3,7
"2025-11-12",16,3,"Lyft",8590,0,0,0,0,60,60,509,569,18,3,3,4
"2025-11-12",16,3,"Uber",25298,563,278,0,278,95,95,2677,2772,33,5,5,9
"2025-11-12",17,3,"Lyft",9895,0,0,4,4,55,55,629,684,23,8,8,8
"2025-11-12",17,3,"Uber",28725,710,343,0,343,79,79,3034,3113,37,4,4,6
"2025-11-12",18,3,"Lyft",9933,0,0,0,0,31,31,561,592,12,2,2,3
"2025-11-12",18,3,"Uber",29381,642,331,0,331,63,63,2991,3054,28,5,5,7
"2025-11-12",19,3,"Lyft",9425,0,0,1,1,29,29,451,480,12,1,1,4
"2025-11-12",19,3,"Uber",27277,606,313,0,313,47,47,2721,2768,13,1,1,1
"2025-11-12",20,3,"Lyft",9386,0,0,0,0,28,28,429,457,11,4,4,4
"2025-11-12",20,3,"Uber",26590,611,362,0,362,40,40,2544,2584,16,2,2,3
"2025-11-12",21,3,"Lyft",9604,0,0,2,2,20,20,462,482,9,3,3,3
"2025-11-12",21,3,"Uber",26474,699,460,0,460,27,27,2529,2556,19,4,4,5
"2025-11-12",22,3,"Lyft",9382,0,0,10,10,19,19,525,544,5,1,1,1
"2025-11-12",22,3,"Uber",23155,901,590,0,590,22,22,2145,2167,11,2,2,3
"2025-11-12",23,3,"Lyft",7302,0,0,0,0,4,4,321,325,3,1,1,2
"2025-11-12",23,3,"Uber",18247,975,711,0,711,13,13,1634,1647,12,1,1,2
"2025-11-13",0,4,"Lyft",4815,0,0,0,0,6,6,167,173,1,0,0,0
"2025-11-13",0,4,"Uber",11586,632,417,0,417,3,3,926,929,7,1,1,1
"2025-11-13",1,4,"Lyft",2723,0,0,0,0,5,5,80,85,3,0,0,0
"2025-11-13",1,4,"Uber",6904,364,239,0,239,7,7,530,537,3,0,0,0
"2025-11-13",2,4,"Lyft",1888,0,0,0,0,3,3,51,54,0,0,0,0
"2025-11-13",2,4,"Uber",4741,272,167,0,167,3,3,338,341,2,0,0,0
"2025-11-13",3,4,"Lyft",1795,0,0,0,0,1,1,58,59,1,0,0,0
"2025-11-13",3,4,"Uber",4323,195,110,0,110,1,1,303,304,1,0,0,0
"2025-11-13",4,4,"Lyft",2910,0,0,0,0,4,4,130,134,0,0,0,0
"2025-11-13",4,4,"Uber",5943,230,108,0,108,6,6,518,524,4,0,0,1
"2025-11-13",5,4,"Lyft",4103,0,0,0,0,2,2,229,231,3,0,0,0
"2025-11-13",5,4,"Uber",9337,380,224,0,224,3,3,869,872,3,0,0,0
"2025-11-13",6,4,"Lyft",6934,0,0,0,0,11,11,403,414,10,0,0,1
"2025-11-13",6,4,"Uber",16417,584,377,0,377,12,12,1568,1580,18,0,0,0
"2025-11-13",7,4,"Lyft",10560,0,0,3,3,18,18,660,678,12,2,2,2
"2025-11-13",7,4,"Uber",26979,833,494,0,494,29,29,2673,2702,23,0,0,3
"2025-11-13",8,4,"Lyft",12475,0,0,3,3,28,28,748,776,19,0,0,1
"2025-11-13",8,4,"Uber",31027,716,329,0,329,78,78,2921,2999,38,3,3,7
"2025-11-13",9,4,"Lyft",10345,0,0,0,0,56,56,455,511,10,4,4,5
"2025-11-13",9,4,"Uber",26172,575,228,0,228,121,121,2459,2580,45,2,2,4
"2025-11-13",10,4,"Lyft",9154,0,0,0,0,53,53,355,408,15,1,1,5
"2025-11-13",10,4,"Uber",23135,401,180,0,180,163,163,2095,2258,34,5,5,8
"2025-11-13",11,4,"Lyft",8682,0,0,0,0,60,60,339,399,24,1,1,3
"2025-11-13",11,4,"Uber",22694,310,93,0,93,137,137,2251,2388,24,3,3,3
"2025-11-13",12,4,"Lyft",9212,0,0,0,0,62,62,490,552,17,1,1,2
"2025-11-13",12,4,"Uber",22744,352,125,0,125,160,160,2334,2494,37,4,4,6
"2025-11-13",13,4,"Lyft",8151,0,0,0,0,65,65,396,461,12,1,1,3
"2025-11-13",13,4,"Uber",21907,393,166,0,166,157,157,2251,2408,44,6,6,11
"2025-11-13",14,4,"Lyft",9160,0,0,0,0,59,59,493,552,23,1,1,5
"2025-11-13",14,4,"Uber",24448,437,173,0,173,162,162,2549,2711,44,6,6,10
"2025-11-13",15,4,"Lyft",8925,0,0,0,0,75,75,488,563,24,1,1,1
"2025-11-13",15,4,"Uber",25378,477,198,0,198,152,152,2624,2776,56,6,6,11
"2025-11-13",16,4,"Lyft",8753,0,0,0,0,51,51,495,546,11,1,1,1
"2025-11-13",16,4,"Uber",27823,590,299,0,299,118,118,2982,3100,47,6,6,12
"2025-11-13",17,4,"Lyft",10962,0,0,2,2,34,34,670,704,12,0,0,3
"2025-11-13",17,4,"Uber",31110,833,416,0,416,94,94,3294,3388,48,4,4,11
"2025-11-13",18,4,"Lyft",11170,0,0,6,6,45,45,736,781,14,1,1,2
"2025-11-13",18,4,"Uber",32395,739,402,0,402,60,60,3363,3423,36,3,3,8
"2025-11-13",19,4,"Lyft",10177,0,0,0,0,26,26,579,605,6,0,0,0
"2025-11-13",19,4,"Uber",31150,610,339,0,339,36,36,3244,3280,24,1,1,5
"2025-11-13",20,4,"Lyft",10160,0,0,1,1,25,25,529,554,1,0,0,0
"2025-11-13",20,4,"Uber",30698,775,465,0,465,34,34,3089,3123,23,3,3,5
"2025-11-13",21,4,"Lyft",10998,0,0,5,5,14,14,585,599,12,2,2,4
"2025-11-13",21,4,"Uber",28537,894,610,0,610,29,29,2813,2842,17,0,0,1
"2025-11-13",22,4,"Lyft",10212,0,0,18,18,20,20,596,616,5,1,1,2
"2025-11-13",22,4,"Uber",27613,933,679,0,679,24,24,2597,2621,13,0,0,1
"2025-11-13",23,4,"Lyft",10060,0,0,2,2,20,20,608,628,2,1,1,1
"2025-11-13",23,4,"Uber",22874,1133,852,0,852,14,14,2215,2229,7,0,0,0
"2025-11-14",0,5,"Lyft",7391,0,0,0,0,11,11,374,385,1,0,0,0
"2025-11-14",0,5,"Uber",16246,971,695,0,695,12,12,1507,1519,7,2,2,3
"2025-11-14",1,5,"Lyft",4302,0,0,0,0,3,3,159,162,0,0,0,0
"2025-11-14",1,5,"Uber",10559,554,393,0,393,4,4,888,892,1,0,0,0
"2025-11-14",2,5,"Lyft",2979,0,0,0,0,3,3,99,102,1,0,0,0
"2025-11-14",2,5,"Uber",6837,417,273,0,273,5,5,566,571,1,0,0,1
"2025-11-14",3,5,"Lyft",2534,0,0,0,0,3,3,98,101,0,0,0,0
"2025-11-14",3,5,"Uber",5936,289,162,0,162,0,0,476,476,1,0,0,0
"2025-11-14",4,5,"Lyft",3498,0,0,1,1,3,3,188,191,0,0,0,0
"2025-11-14",4,5,"Uber",7128,339,206,0,206,2,2,594,596,3,0,0,0
"2025-11-14",5,5,"Lyft",4256,0,0,0,0,8,8,223,231,2,0,0,0
"2025-11-14",5,5,"Uber",9716,453,272,0,272,12,12,889,901,3,0,0,0
"2025-11-14",6,5,"Lyft",7026,0,0,0,0,9,9,419,428,7,2,2,2
"2025-11-14",6,5,"Uber",16614,668,437,0,437,12,12,1587,1599,14,0,0,1
"2025-11-14",7,5,"Lyft",10243,0,0,1,1,26,26,628,654,11,3,3,4
"2025-11-14",7,5,"Uber",26555,878,546,0,546,33,33,2496,2529,22,0,0,3
"2025-11-14",8,5,"Lyft",11952,0,0,1,1,42,42,674,716,10,0,0,0
"2025-11-14",8,5,"Uber",29246,849,462,0,462,83,83,2743,2826,26,3,3,6
"2025-11-14",9,5,"Lyft",10319,0,0,0,0,40,40,439,479,11,1,1,1
"2025-11-14",9,5,"Uber",24705,637,294,0,294,107,107,2397,2504,31,3,3,4
"2025-11-14",10,5,"Lyft",8841,0,0,0,0,61,61,352,413,20,4,4,5
"2025-11-14",10,5,"Uber",22091,444,199,0,199,123,123,2141,2264,34,3,3,7
"2025-11-14",11,5,"Lyft",8420,0,0,0,0,49,49,402,451,13,1,1,2
"2025-11-14",11,5,"Uber",21140,326,122,0,122,125,125,2043,2168,47,7,7,11
"2025-11-14",12,5,"Lyft",8494,0,0,0,0,61,61,509,570,23,6,6,8
"2025-11-14",12,5,"Uber",22444,376,147,0,147,126,126,2185,2311,42,4,4,5
"2025-11-14",13,5,"Lyft",9066,0,0,0,0,74,74,582,656,10,2,2,2
"2025-11-14",13,5,"Uber",23820,488,246,0,246,150,150,2381,2531,42,7,7,14
"2025-11-14",14,5,"Lyft",10013,0,0,1,1,73,73,628,701,22,5,5,6
"2025-11-14",14,5,"Uber",26240,646,331,0,331,144,144,2876,3020,40,7,7,12
"2025-11-14",15,5,"Lyft",9686,0,0,0,0,46,46,623,669,22,2,2,3
"2025-11-14",15,5,"Uber",26757,683,345,0,345,124,124,2984,3108,45,4,4,8
"2025-11-14",16,5,"Lyft",10779,0,0,1,1,59,59,668,727,17,1,1,1
"2025-11-14",16,5,"Uber",28108,833,475,0,475,105,105,3053,3158,39,7,7,11
"2025-11-14",17,5,"Lyft",12905,0,0,1,1,49,49,830,879,17,3,3,3
"2025-11-14",17,5,"Uber",31864,794,484,0,484,75,75,3528,3603,26,3,3,4
"2025-11-14",18,5,"Lyft",14067,0,0,1,1,35,35,892,927,13,1,1,2
"2025-11-14",18,5,"Uber",34024,899,561,0,561,74,74,3612,3686,44,8,8,14
"2025-11-14",19,5,"Lyft",13817,0,0,3,3,34,34,923,957,9,1,1,3
"2025-11-14",19,5,"Uber",34323,845,541,0,541,47,47,3702,3749,31,4,4,5
"2025-11-14",20,5,"Lyft",12914,0,0,0,0,24,24,643,667,9,0,0,0
"2025-11-14",20,5,"Uber",31928,1041,677,0,677,44,44,3436,3480,17,4,4,9
"2025-11-14",21,5,"Lyft",13790,0,0,0,0,28,28,687,715,11,3,3,4
"2025-11-14",21,5,"Uber",29796,1086,786,0,786,31,31,3058,3089,13,0,0,2
"2025-11-14",22,5,"Lyft",14868,0,0,0,0,27,27,837,864,7,1,1,1
"2025-11-14",22,5,"Uber",31913,1180,863,0,863,28,28,3176,3204,20,3,3,4
"2025-11-14",23,5,"Lyft",14622,0,0,2,2,20,20,912,932,4,0,0,0
"2025-11-14",23,5,"Uber",30745,1448,1131,0,1131,14,14,3137,3151,9,1,1,1
"2025-11-15",0,6,"Lyft",13297,0,0,3,3,12,12,812,824,0,0,0,0
"2025-11-15",0,6,"Uber",25805,1383,1033,0,1033,13,13,2559,2572,6,1,1,1
"2025-11-15",1,6,"Lyft",10785,0,0,4,4,15,15,615,630,3,1,1,2
"2025-11-15",1,6,"Uber",19893,1207,945,0,945,8,8,1942,1950,11,2,2,2
"2025-11-15",2,6,"Lyft",8373,0,0,3,3,9,9,502,511,2,0,0,0
"2025-11-15",2,6,"Uber",15537,976,769,0,769,12,12,1474,1486,7,2,2,3
"2025-11-15",3,6,"Lyft",5892,0,0,2,2,8,8,317,325,1,0,0,0
"2025-11-15",3,6,"Uber",12335,768,586,0,586,4,4,1135,1139,4,1,1,1
"2025-11-15",4,6,"Lyft",5004,0,0,1,1,9,9,254,263,2,0,0,0
"2025-11-15",4,6,"Uber",9958,643,444,0,444,9,9,902,911,5,1,1,1
"2025-11-15",5,6,"Lyft",4028,0,0,0,0,9,9,196,205,2,0,0,0
"2025-11-15",5,6,"Uber",8226,462,313,0,313,4,4,725,729,4,0,0,0
"2025-11-15",6,6,"Lyft",5105,0,0,0,0,7,7,235,242,3,0,0,0
"2025-11-15",6,6,"Uber",11023,577,380,0,380,3,3,1016,1019,5,0,0,1
"2025-11-15",7,6,"Lyft",6206,0,0,0,0,9,9,209,218,8,0,0,2
"2025-11-15",7,6,"Uber",14103,750,496,0,496,15,15,1342,1357,7,0,0,0
"2025-11-15",8,6,"Lyft",7760,0,0,0,0,12,12,277,289,5,0,0,0
"2025-11-15",8,6,"Uber",17081,732,465,0,465,34,34,1606,1640,19,4,4,5
"2025-11-15",9,6,"Lyft",9014,0,0,0,0,25,25,315,340,6,1,1,1
"2025-11-15",9,6,"Uber",21069,608,356,0,356,32,32,1937,1969,28,1,1,3
"2025-11-15",10,6,"Lyft",9625,0,0,0,0,33,33,355,388,8,1,1,1
"2025-11-15",10,6,"Uber",23009,459,247,0,247,70,70,2239,2309,19,1,1,1
"2025-11-15",11,6,"Lyft",9804,0,0,0,0,23,23,422,445,17,1,1,2
"2025-11-15",11,6,"Uber",24519,450,217,0,217,54,54,2457,2511,24,3,3,6
"2025-11-15",12,6,"Lyft",10253,0,0,0,0,34,34,496,530,17,2,2,3
"2025-11-15",12,6,"Uber",25847,465,232,0,232,80,80,2619,2699,38,4,4,7
"2025-11-15",13,6,"Lyft",10193,0,0,0,0,37,37,567,604,16,3,3,5
"2025-11-15",13,6,"Uber",26341,525,254,0,254,57,57,2747,2804,25,2,2,3
"2025-11-15",14,6,"Lyft",10146,0,0,0,0,29,29,550,579,11,3,3,4
"2025-11-15",14,6,"Uber",26875,631,351,0,351,71,71,2885,2956,38,2,2,8
"2025-11-15",15,6,"Lyft",10875,0,0,0,0,39,39,639,678,15,2,2,4
"2025-11-15",15,6,"Uber",28682,751,434,0,434,60,60,3165,3225,41,1,1,10
"2025-11-15",16,6,"Lyft",11495,0,0,1,1,42,42,683,725,20,1,1,1
"2025-11-15",16,6,"Uber",31357,699,426,0,426,78,78,3420,3498,41,8,8,13
"2025-11-15",17,6,"Lyft",13832,0,0,2,2,46,46,975,1021,14,3,3,5
"2025-11-15",17,6,"Uber",32934,801,475,0,475,75,75,3641,3716,45,7,7,9
"2025-11-15",18,6,"Lyft",15380,0,0,3,3,32,32,1148,1180,12,2,2,3
"2025-11-15",18,6,"Uber",34272,944,628,0,628,50,50,3841,3891,34,1,1,6
"2025-11-15",19,6,"Lyft",14769,0,0,3,3,35,35,1067,1102,11,0,0,1
"2025-11-15",19,6,"Uber",36753,1007,683,0,683,48,48,4020,4068,22,1,1,4
"2025-11-15",20,6,"Lyft",14791,0,0,5,5,28,28,1010,1038,8,0,0,0
"2025-11-15",20,6,"Uber",38951,1345,981,0,981,41,41,4161,4202,26,4,4,5
"2025-11-15",21,6,"Lyft",14152,0,0,0,0,26,26,848,874,8,1,1,1
"2025-11-15",21,6,"Uber",32611,1120,817,0,817,30,30,3461,3491,17,1,1,4
"2025-11-15",22,6,"Lyft",15992,0,0,1,1,25,25,1006,1031,6,0,0,0
"2025-11-15",22,6,"Uber",34596,1279,987,0,987,27,27,3549,3576,20,0,0,2
"2025-11-15",23,6,"Lyft",14621,0,0,3,3,18,18,979,997,3,0,0,0
"2025-11-15",23,6,"Uber",35932,1603,1279,0,1279,22,22,3610,3632,21,3,3,5
