"month","operator","distance_bin_miles","trips","avg_distance_miles","avg_base_fare","avg_total_fare","fare_p50","fare_p90","avg_duration_min","sum_base_fare","sum_miles"
"2026-04-01","Lyft",51,463,51.457,180.16,204.46,172.11,223.96,80.5,83412.79,23824.78
"2026-04-01","Lyft",52,414,52.491,180.62,203.27,176.04,230.76,81.67,74775.66,21731.13
"2026-04-01","Lyft",53,357,53.469,188.75,211.1,180.11,235.09,83.14,67384.76,19088.5
"2026-04-01","Lyft",54,285,54.481,191.4,213.72,183.34,242.2,84.67,54548.68,15527.2
"2026-04-01","Lyft",55,244,55.479,191.97,215.54,184.44,242.24,86.11,46841.66,13536.89
"2026-04-01","Lyft",56,254,56.484,195.03,219.61,188.85,248.51,88.25,49537.71,14346.98
"2026-04-01","Lyft",57,238,57.479,199.53,223.36,191.75,246.24,88.97,47487.42,13680.08
"2026-04-01","Lyft",58,160,58.521,203.37,228.97,190.56,270.78,89.49,32539.31,9363.34
"2026-04-01","Lyft",59,193,59.488,202.7,229.29,195.46,254.28,89.57,39120.14,11481.16
"2026-04-01","Lyft",60,2453,81.762,268.05,299.78,246.6,369.06,114.44,657520.28,200561.13
"2026-04-01","Uber",0,1735992,0.741,9.72,11.94,8.28,14.94,6.03,16879169.18,1286843.08
"2026-04-01","Uber",1,3845488,1.462,13.68,16.56,11.8,21.7,10.42,52598886.91,5620827.42
"2026-04-01","Uber",2,2328981,2.454,19,22.63,16.9,29.22,15.38,44253751.06,5716068.61
"2026-04-01","Uber",3,1539341,3.465,23.21,27.69,21.03,34.58,19.08,35732015.88,5334218.36
"2026-04-01","Uber",4,1097966,4.47,26.73,32.2,24.43,39.59,22.03,29347867.22,4907969
"2026-04-01","Uber",5,816189,5.47,30.06,36.19,27.39,45.06,24.4,24533345.77,4464588.95
"2026-04-01","Uber",6,625276,6.478,33.01,39.84,30.03,49.48,26.28,20641169.72,4050403.1
"2026-04-01","Uber",7,517537,7.48,36.69,44.71,33.26,55.18,28.15,18990104.74,3871396.04
"2026-04-01","Uber",8,443785,8.483,40.45,50.45,36.73,61.47,29.85,17950155.48,3764818.4
"2026-04-01","Uber",9,409230,9.489,45.8,57.95,41.54,71.01,31.76,18741782.25,3883272.27
"2026-04-01","Uber",10,346937,10.471,49.25,61.69,45.03,75.4,33.44,17085463.39,3632727.2
"2026-04-01","Uber",11,250566,11.473,50.4,62.08,46.61,75.19,35.51,12628084.29,2874853.07
"2026-04-01","Uber",12,193780,12.471,52.81,64.87,48.91,78.16,37.33,10232682.01,2416545.39
"2026-04-01","Uber",13,160486,13.485,57.02,70.53,52.64,85.39,38.61,9151399.04,2164231.17
"2026-04-01","Uber",14,140547,14.484,61.29,75.62,56.79,91.62,40.33,8614381.34,2035690.05
"2026-04-01","Uber",15,119697,15.479,64.48,79.1,59.74,95.91,42.19,7718335.09,1852822.87
"2026-04-01","Uber",16,122714,16.515,73.69,91.96,68.09,112.83,44.62,9042356.88,2026659.89
"2026-04-01","Uber",17,145596,17.494,83.31,104.38,77.66,126.71,48.64,12128906.31,2546989.99
"2026-04-01","Uber",18,107078,18.455,83.05,103.03,77.09,125.18,49.77,8892316.86,1976120.5
"2026-04-01","Uber",19,72556,19.464,82.84,102.1,76.98,124.19,49.6,6010873.58,1412252.85
"2026-04-01","Uber",20,52968,20.469,88.66,108.56,83.74,130.95,50.83,4696249.72,1084225.19
"2026-04-01","Uber",21,38588,21.47,93.84,114.35,89.12,138.59,52.47,3621102.49,828502.06
"2026-04-01","Uber",22,30471,22.475,97.34,118.27,92.61,143.11,52.91,2965972.93,684828.19
"2026-04-01","Uber",23,24375,23.479,100.89,122.15,95.94,148.3,52.74,2459151.79,572304.14
"2026-04-01","Uber",24,20758,24.492,104.84,126.46,99.72,153.53,52.95,2176341.45,508404.66
"2026-04-01","Uber",25,19262,25.485,109.65,131.78,104.13,160,53.28,2112146.34,490900.4
"2026-04-01","Uber",26,17916,26.483,114.95,137.5,109.71,167.58,54.11,2059460.92,474470.27
"2026-04-01","Uber",27,15975,27.496,119.64,143.67,114.07,173.29,54.95,1911327.51,439247.76
"2026-04-01","Uber",28,14793,28.473,124.91,150.27,119.27,177.55,56.48,1847862.45,421194.91
"2026-04-01","Uber",29,11431,29.478,130.41,155.54,124.47,187.55,57.87,1490688.31,336963.57
"2026-04-01","Uber",30,10017,30.484,136.58,161.45,130.13,195.81,58.66,1368118.47,305357.28
"2026-04-01","Uber",31,8654,31.483,139.6,164.1,132.58,200.48,59.53,1208139.95,272456.86
"2026-04-01","Uber",32,7975,32.485,143.66,167.7,137.85,202.51,60.08,1145687.92,259069.39
"2026-04-01","Uber",33,6514,33.483,148.86,173.14,142.47,213.47,61.36,969692.14,218108.66
"2026-04-01","Uber",34,5782,34.492,153.29,177.31,146.2,220.08,62.65,886315.37,199433.11
"2026-04-01","Uber",35,5231,35.491,158.63,182.91,151.07,226.19,63.49,829774.85,185653.34
"2026-04-01","Uber",36,4850,36.497,161.73,186.92,153.58,228.56,65.03,784383.62,177012.48
"2026-04-01","Uber",37,4342,37.489,164.65,189.23,156.84,234.48,65.4,714904.19,162775.78
"2026-04-01","Uber",38,4069,38.492,168.68,192.86,160.04,238.58,66.48,686358.74,156624.41
"2026-04-01","Uber",39,3741,39.475,172.43,196.03,163.3,244.51,68.41,645060.57,147675.89
"2026-04-01","Uber",40,3119,40.484,174.92,199.72,166.16,247.2,69.29,545564.25,126269.34
"2026-04-01","Uber",41,2858,41.488,180.34,205.31,170.7,258.71,70.24,515400.3,118572.1
"2026-04-01","Uber",42,2683,42.491,182.32,207.19,173.93,255.54,71.91,489160.34,114003.63
"2026-04-01","Uber",43,2430,43.477,186.12,211.22,177.49,262.46,72.39,452259.84,105648.07
"2026-04-01","Uber",44,2286,44.513,192.37,217.33,182.34,273.01,73.28,439749.54,101757.69
"2026-04-01","Uber",45,2198,45.486,195.1,220.36,184.84,277.11,72.69,428818.89,99977.52
"2026-04-01","Uber",46,1935,46.493,198.91,224.86,189.73,282.8,74.71,384886.76,89963.63
"2026-04-01","Uber",47,1866,47.498,198.4,224.95,190.34,277.85,76.65,370219.29,88630.91
"2026-04-01","Uber",48,1743,48.493,205.5,232.9,194.65,286.33,76.78,358186.5,84522.83
"2026-04-01","Uber",49,1666,49.502,206.05,232.59,196.53,290.48,77.94,343279.78,82470.63
"2026-04-01","Uber",50,1590,50.497,213.25,240.17,202.16,296.66,79.19,339061.58,80289.76
"2026-04-01","Uber",51,1519,51.475,215.72,243.08,206.65,298.19,80.59,327678.32,78190.38
"2026-04-01","Uber",52,1381,52.486,222.57,250.87,210.78,311.28,82.18,307374.17,72483.6
"2026-04-01","Uber",53,1174,53.486,222.9,250.64,213.57,311.78,83.36,261681.53,62792.71
"2026-04-01","Uber",54,1114,54.477,224.23,252.26,212.49,318.17,85.4,249797.21,60687.84
"2026-04-01","Uber",55,954,55.493,227.78,255.18,217.73,313.26,85.35,217299.84,52940.25
"2026-04-01","Uber",56,912,56.492,227.81,254.9,219.15,307.52,86.35,207760.27,51521.06
"2026-04-01","Uber",57,862,57.478,230.75,258.53,218.94,318.04,87.1,198908.13,49546.4
"2026-04-01","Uber",58,735,58.485,235.4,263.17,226.64,319.69,88.77,173022.04,42986.71
"2026-04-01","Uber",59,693,59.502,234.08,262.6,227.38,314.64,89.51,162219.4,41235.04
"2026-04-01","Uber",60,8950,78.928,295,328.74,261.14,436.91,110.71,2640285.53,706407.35
