"month","operator","distance_bin_miles","trips","avg_distance_miles","avg_base_fare","avg_total_fare","fare_p50","fare_p90","avg_duration_min","sum_base_fare","sum_miles"
"2025-09-01","Uber",41,2998,41.488,171.05,194.37,162,241.94,73,512821.89,124380.8
"2025-09-01","Uber",42,2786,42.491,173.94,197.61,164.45,245.98,74.12,484584.53,118380.49
"2025-09-01","Uber",43,2452,43.494,176.57,200.18,167.66,249.93,74.68,432945.47,106648.01
"2025-09-01","Uber",44,2359,44.495,178.02,201.27,169.33,249.83,75.38,419947.35,104962.81
"2025-09-01","Uber",45,2288,45.477,184.84,209.01,174.52,266.72,76.6,422913.97,104050.71
"2025-09-01","Uber",46,2149,46.489,188.37,212.64,178.52,268.45,76.86,404801.82,99904.82
"2025-09-01","Uber",47,1955,47.495,188.77,213.09,180.34,263.8,78.9,369038.97,92852.18
"2025-09-01","Uber",48,1773,48.494,193.78,218.65,185.15,270.81,79.44,343577.18,85979.23
"2025-09-01","Uber",49,1627,49.507,196.65,222.22,187.86,274.89,80.45,319946.29,80548.38
"2025-09-01","Uber",50,1707,50.498,199.72,225.68,190.06,279.89,82.23,340917.37,86200.75
"2025-09-01","Uber",51,1516,51.49,204.16,230.66,196.17,284.22,84.64,309508.34,78059.19
"2025-09-01","Uber",52,1429,52.487,209.05,235.01,198.34,291.37,85.45,298726.74,75003.44
"2025-09-01","Uber",53,1274,53.492,212.48,238.89,201.23,298.16,86.78,270701.17,68148.35
"2025-09-01","Uber",54,1087,54.475,213.22,239.37,201.39,302.26,88.32,231773.73,59214.51
"2025-09-01","Uber",55,975,55.499,214.68,240.8,203.89,302.49,89.3,209316.53,54111.67
"2025-09-01","Uber",56,907,56.497,216.31,241.9,205.55,301.34,91.42,196196.66,51242.6
"2025-09-01","Uber",57,874,57.48,219.81,246.65,207.96,297.82,91.11,192113.76,50237.7
"2025-09-01","Uber",58,770,58.482,218.65,245.17,207.74,299.46,92.92,168358.18,45031.03
"2025-09-01","Uber",59,693,59.478,221.68,248.03,210.29,306.24,92.26,153621.77,41218.11
"2025-09-01","Uber",60,10151,80.573,285.32,318.1,252.12,424.76,116.25,2896283.9,817896.67
"2025-10-01","Lyft",0,640161,0.729,8.63,10.57,7.69,12.25,6.35,5527215.5,466997.07
"2025-10-01","Lyft",1,1309375,1.482,13.24,16.06,12.23,18.69,11.09,17340795.94,1940097.66
"2025-10-01","Lyft",2,898143,2.469,17.94,21.47,16.83,24.41,16.02,16111310.58,2217226.81
"2025-10-01","Lyft",3,630984,3.472,22,26.47,20.79,29.44,19.71,13883897.56,2190607.59
"2025-10-01","Lyft",4,480612,4.478,25.21,30.68,24.03,33.35,22.76,12114447.2,2152060.93
"2025-10-01","Lyft",5,358041,5.473,28.37,34.5,26.94,37.82,25.2,10157923.04,1959511.88
"2025-10-01","Lyft",6,269827,6.478,31.39,38.2,29.78,42.04,27.14,8470930.4,1748043.57
"2025-10-01","Lyft",7,209833,7.477,35.58,43.5,33.66,48.01,29.06,7465052.03,1568914.71
"2025-10-01","Lyft",8,169262,8.484,39.75,49.45,37.55,53.71,31.18,6727382.7,1435976.91
"2025-10-01","Lyft",9,148223,9.49,43.91,55.02,41.54,59.21,33.17,6507920.1,1406587.55
"2025-10-01","Lyft",10,122440,10.475,47.15,58.22,44.71,62.87,34.92,5772626.16,1282595.23
"2025-10-01","Lyft",11,87974,11.472,49.69,60.78,47.24,65.88,36.85,4371664.96,1009232.24
"2025-10-01","Lyft",12,66005,12.474,52.46,64.28,49.86,69.37,38.77,3462607.52,823346.99
"2025-10-01","Lyft",13,53638,13.492,56.18,69.64,53.5,74.27,40.32,3013481.95,723706.8
"2025-10-01","Lyft",14,46977,14.486,59.84,73.87,57.16,78.48,42.14,2810972.74,680527.59
"2025-10-01","Lyft",15,39955,15.487,62.93,77.36,59.62,83.74,44.06,2514210.21,618801.51
"2025-10-01","Lyft",16,42650,16.518,68.98,86.11,65.54,92.37,46.41,2942095.52,704498.08
"2025-10-01","Lyft",17,45317,17.487,74.2,92.22,70.6,99.29,49.74,3362328.13,792448.1
"2025-10-01","Lyft",18,32539,18.462,75.59,93.09,71.8,100.18,51.31,2459661.88,600750.42
"2025-10-01","Lyft",19,22099,19.477,76.3,93.82,72.74,100.18,51.14,1686071.88,430419.72
"2025-10-01","Lyft",20,16235,20.473,78.26,95.98,74.45,102.67,51.75,1270599.88,332382.8
"2025-10-01","Lyft",21,12278,21.482,80.04,98.04,76.26,104.96,52.62,982749.97,263750.22
"2025-10-01","Lyft",22,10193,22.487,82.39,100.94,78.29,107.04,52.88,839806.46,229210.69
"2025-10-01","Lyft",23,9002,23.485,84.18,103.03,80.68,108.41,53.03,757780.37,211415.8
"2025-10-01","Lyft",24,7994,24.503,85.62,104.18,82.34,110.69,52.98,684429.35,195874.84
"2025-10-01","Lyft",25,7705,25.493,88.52,107.28,85.16,114.24,53.98,682079.3,196426.1
"2025-10-01","Lyft",26,7360,26.488,90.8,109.64,87.11,117.79,54.6,668282.63,194955.13
"2025-10-01","Lyft",27,6764,27.499,94.45,114.2,90.81,121.08,55.88,638879,186001.44
"2025-10-01","Lyft",28,6361,28.491,97.4,117.78,93.48,124.59,57.16,619545.34,181228.15
"2025-10-01","Lyft",29,4949,29.481,100.49,121.37,96.47,127.53,59.06,497320.57,145899.97
"2025-10-01","Lyft",30,4163,30.488,104.5,125.38,100.11,133.8,60.34,435044.44,126922.92
"2025-10-01","Lyft",31,3711,31.492,107.17,127.79,102.36,136.43,61.37,397708.27,116867.23
"2025-10-01","Lyft",32,3464,32.482,108.65,129.02,104.13,136.33,61.9,376352.83,112518.89
"2025-10-01","Lyft",33,2703,33.473,112.03,132.6,106.49,142.24,63.23,302820.7,90476.36
"2025-10-01","Lyft",34,2466,34.494,115.8,136.39,110.52,146.77,64.98,285562.97,85061.55
"2025-10-01","Lyft",35,2369,35.494,116.77,137.57,111.44,146.24,65.43,276618.82,84084.57
"2025-10-01","Lyft",36,2015,36.493,120.12,140.94,115.22,153.17,66.99,242036.17,73532.53
"2025-10-01","Lyft",37,1815,37.484,122.07,142.94,116.93,153.26,68.4,221559.29,68033.81
"2025-10-01","Lyft",38,1904,38.493,123.57,143.68,118.6,155.52,68.79,235274.4,73291.49
"2025-10-01","Lyft",39,1666,39.489,126.54,146.88,122.62,156.92,70.26,210821.77,65788.11
"2025-10-01","Lyft",40,1347,40.482,131.75,152.55,125.52,166.39,72.54,177470.44,54528.78
"2025-10-01","Lyft",41,1228,41.489,131.63,152.17,126.25,167.62,72.34,161636.61,50948.56
"2025-10-01","Lyft",42,1207,42.502,134.08,155.2,128.75,168.23,73.55,161832.1,51299.86
"2025-10-01","Lyft",43,1039,43.491,137.5,158.28,132.06,171.42,74.23,142859.18,45187.66
"2025-10-01","Lyft",44,1048,44.512,140.3,161.06,133.97,174.3,76.3,147032.69,46648.68
"2025-10-01","Lyft",45,940,45.485,142.88,164.68,136.06,176.28,76.47,134307.98,42755.87
"2025-10-01","Lyft",46,857,46.5,145.8,167.57,138.84,184.9,77.16,124950.14,39850.88
"2025-10-01","Lyft",47,781,47.493,147.57,169.39,141.56,182.84,78.25,115251.75,37092.41
"2025-10-01","Lyft",48,713,48.491,153.31,176.27,146.26,192.33,80.56,109307.48,34574.01
"2025-10-01","Lyft",49,679,49.506,154.91,177.98,148.84,191.81,80.99,105180.66,33614.4
"2025-10-01","Lyft",50,621,50.47,162.95,185.74,155.67,206.38,80.9,101190.69,31342.09
"2025-10-01","Lyft",51,523,51.483,169.32,192.4,160.39,214.75,83.41,88554.95,26925.56
"2025-10-01","Lyft",52,505,52.496,170.07,193.26,161.53,213.86,84.53,85885.39,26510.44
"2025-10-01","Lyft",53,424,53.494,172.45,194.83,165.98,212.58,84.87,73117.73,22681.53
"2025-10-01","Lyft",54,358,54.505,176.71,201.03,169.76,222.11,86.46,63261.5,19512.64
"2025-10-01","Lyft",55,337,55.497,182.47,205.69,174.79,233.85,91.37,61493.49,18702.65
"2025-10-01","Lyft",56,310,56.498,178.53,201.27,172.08,217.88,88.65,55343.92,17514.45
"2025-10-01","Lyft",57,280,57.514,185.13,209.97,177.48,230.44,93.38,51837.07,16103.98
"2025-10-01","Lyft",58,254,58.497,186.4,211.83,180.42,229.1,91.03,47345.22,14858.14
"2025-10-01","Lyft",59,220,59.508,196.6,223.29,180.14,244.61,96.37,43251.07,13091.87
"2025-10-01","Lyft",60,3255,80.967,252.33,284.27,229.16,340.11,118.73,821324.89,263546.94
"2025-10-01","Uber",0,1572191,0.744,10.52,12.98,8.86,15.95,6.3,16533112.97,1170315.02
"2025-10-01","Uber",1,3750465,1.465,14.18,17.21,11.84,22.73,10.7,53180801.17,5495116.08
"2025-10-01","Uber",2,2333709,2.457,19.2,22.9,16.6,30.18,15.71,44807726.05,5733818.47
"2025-10-01","Uber",3,1588631,3.467,22.96,27.42,20.33,35.2,19.52,36472936.76,5507492.93
"2025-10-01","Uber",4,1144198,4.47,25.95,31.31,23.34,39.4,22.6,29689493.68,5115002.12
"2025-10-01","Uber",5,856504,5.471,28.95,34.95,26.07,44.52,25.09,24797923.23,4685541.07
"2025-10-01","Uber",6,660460,6.477,31.54,38.16,28.43,48.54,27.03,20833271.04,4277546.22
"2025-10-01","Uber",7,541890,7.48,35.03,42.69,31.52,54.06,28.98,18984597.9,4053300.94
"2025-10-01","Uber",8,467480,8.485,39.14,48.65,35.08,61.57,30.96,18297585.73,3966772.64
"2025-10-01","Uber",9,435508,9.488,44.83,56.34,40.07,72.13,33.02,19524806.65,4132139.79
"2025-10-01","Uber",10,361685,10.469,47.64,59.24,43.07,75.04,34.82,17232443.5,3786626.91
"2025-10-01","Uber",11,261560,11.472,48.16,59.1,44.04,73.52,36.87,12596005.77,3000487.34
"2025-10-01","Uber",12,204989,12.47,50.48,61.89,46.43,76.24,38.68,10347454.38,2556235.61
"2025-10-01","Uber",13,167131,13.484,54.35,67.04,49.55,83.4,40.24,9082773.79,2253624.22
"2025-10-01","Uber",14,147574,14.484,58.62,71.98,53.71,89.6,42.04,8650519.53,2137412.38
"2025-10-01","Uber",15,125840,15.482,62.33,76.19,57.07,94.73,44.2,7843592.61,1948287.56
"2025-10-01","Uber",16,135349,16.518,71.85,89.19,66.44,110.46,46.63,9725262.7,2235759.3
"2025-10-01","Uber",17,156302,17.488,81.01,100.44,75.25,124.05,50.56,12661309.7,2733458.8
"2025-10-01","Uber",18,110165,18.453,80.79,99.31,74.52,123.99,51.69,8899696.55,2032828.33
"2025-10-01","Uber",19,74236,19.466,80.32,98.3,74.23,121.83,51.64,5962496.31,1445089.02
"2025-10-01","Uber",20,54455,20.468,83.32,101.71,77.39,125.55,52.57,4537052.55,1114568.51
"2025-10-01","Uber",21,39811,21.474,87.54,106.42,81.41,132.54,53.76,3485066.19,854892.09
"2025-10-01","Uber",22,31506,22.476,90.44,109.66,84,136.55,54,2849443.2,708139.64
"2025-10-01","Uber",23,25718,23.48,94.21,113.77,87.74,141.66,54.09,2422818.16,603862.67
"2025-10-01","Uber",24,22243,24.487,98.08,118.01,91.74,146.62,54.46,2181679.03,544665.81
"2025-10-01","Uber",25,20732,25.49,102.8,123.29,96.08,153.45,54.74,2131176.35,528451.79
"2025-10-01","Uber",26,19488,26.486,108.06,129.31,102.08,160.7,55.42,2105955.97,516154.38
"2025-10-01","Uber",27,17371,27.496,113.7,136.1,107.98,165.64,56.75,1975091.73,477626.88
"2025-10-01","Uber",28,15805,28.47,118.4,141.89,112.64,170.76,57.8,1871370.93,449962.38
"2025-10-01","Uber",29,12307,29.479,123.88,147.2,117.52,178.9,59.62,1524561.43,362793.75
"2025-10-01","Uber",30,10296,30.486,129.57,152.6,122.93,187.43,60.7,1334050.87,313883.76
"2025-10-01","Uber",31,9027,31.484,133.46,156.21,126.59,191.08,61.89,1204757.62,284209.1
"2025-10-01","Uber",32,8342,32.493,137.41,159.82,131.04,195.34,62.07,1146238.81,271057.39
"2025-10-01","Uber",33,7152,33.485,140.75,163.37,133.3,201.51,63.69,1006629.69,239483.43
"2025-10-01","Uber",34,6260,34.483,145.36,168.18,137.51,208.83,65.05,909942.7,215864.97
"2025-10-01","Uber",35,5640,35.49,150.62,173.26,142.07,215.74,65.91,849495.96,200161.69
"2025-10-01","Uber",36,5106,36.488,153.39,176.51,144.65,218.13,67.22,783230.88,186306.91
"2025-10-01","Uber",37,4603,37.488,158.07,181.03,149.41,223.81,67.74,727593.85,172555.3
"2025-10-01","Uber",38,4449,38.484,160.41,182.94,152.44,227.51,69.71,713683.69,171216.35
"2025-10-01","Uber",39,3849,39.492,163.1,185.52,153.24,230.26,71.17,627774.43,152006.57
"2025-10-01","Uber",40,3268,40.479,166,188.34,156.76,237.29,72.11,542498.27,132286.59
"2025-10-01","Uber",41,2960,41.492,170.42,193.97,161.11,239.58,73.1,504455.08,122817.02
"2025-10-01","Uber",42,2720,42.488,175.25,198.74,165.14,249.44,73.6,476687.54,115566.65
"2025-10-01","Uber",43,2475,43.494,177.84,201.33,168.54,249.05,74.97,440157.19,107647.14
"2025-10-01","Uber",44,2507,44.498,181.57,204.81,171.84,254.25,75.62,455200.16,111555.41
"2025-10-01","Uber",45,2301,45.482,185.86,209.62,175.72,263.96,76.41,427672.17,104655.23
"2025-10-01","Uber",46,2071,46.477,187.15,211.61,177.34,260.55,77.48,387590.29,96253.43
"2025-10-01","Uber",47,1936,47.494,193.31,218.12,181.79,269.73,78.68,374252.73,91948.48
"2025-10-01","Uber",48,1846,48.481,193.45,218.52,183.83,267.31,80.34,357100.73,89495.03
"2025-10-01","Uber",49,1696,49.502,197.71,223.46,186.79,279.85,82.12,335307.73,83954.84
"2025-10-01","Uber",50,1735,50.491,201.37,227.19,190.1,280.02,82.55,349376.04,87602.66
"2025-10-01","Uber",51,1660,51.492,203.17,228.97,192.93,280.76,83.45,337256.45,85476.13
"2025-10-01","Uber",52,1465,52.486,207.63,234.22,194.47,291.16,86.07,304179.51,76891.89
"2025-10-01","Uber",53,1321,53.473,211.03,236.9,199.08,293.9,87.12,278766.47,70637.35
"2025-10-01","Uber",54,1109,54.479,214.83,240.28,201.93,299.92,87.23,238250.36,60417.48
"2025-10-01","Uber",55,1001,55.486,218.04,243.73,202.31,307.16,89.38,218259.42,55541.54
"2025-10-01","Uber",56,1008,56.49,217.83,243.31,205.13,307.52,91.08,219575.82,56942.4
"2025-10-01","Uber",57,885,57.496,218.28,244.6,202.84,305.44,93.07,193177.45,50884.19
"2025-10-01","Uber",58,885,58.486,222.91,249.45,209.03,305.37,92.75,197278.54,51760.38
"2025-10-01","Uber",59,795,59.507,222.81,249.84,211.55,302.38,92.33,177133.3,47308.41
"2025-10-01","Uber",60,10142,80.1,283.44,315.86,249.6,422.62,115.85,2874599.12,812377.79
"2025-11-01","Lyft",0,673591,0.729,8.54,10.46,7.48,12.07,6.33,5752203.52,490842.87
"2025-11-01","Lyft",1,1350742,1.477,13.16,15.93,11.9,18.68,10.99,17772635.95,1995569.6
"2025-11-01","Lyft",2,905759,2.468,18.07,21.56,16.83,24.76,15.84,16371301.5,2235776.66
"2025-11-01","Lyft",3,631247,3.47,22.27,26.7,20.93,30,19.44,14060188.84,2190239.26
"2025-11-01","Lyft",4,480541,4.476,25.41,30.84,24.06,33.7,22.42,12211854.84,2151109.15
"2025-11-01","Lyft",5,354580,5.473,28.5,34.58,26.93,38.11,24.74,10105946.39,1940638
"2025-11-01","Lyft",6,266118,6.477,31.44,38.2,29.61,42.2,26.55,8367917.71,1723727.32
"2025-11-01","Lyft",7,209965,7.481,35.2,43.04,33.06,47.84,28.3,7391091.9,1570707.89
"2025-11-01","Lyft",8,170633,8.484,38.9,48.37,36.46,53.3,30.13,6638457.43,1447579.03
"2025-11-01","Lyft",9,148333,9.488,43.04,53.92,40.33,59.18,31.98,6383722.51,1407421.73
"2025-11-01","Lyft",10,122750,10.475,46.3,57.27,43.59,63.19,33.63,5683193.29,1285819.97
"2025-11-01","Lyft",11,89870,11.473,48.73,59.7,45.98,65.9,35.69,4378943.47,1031073.46
"2025-11-01","Lyft",12,68620,12.474,51.28,62.94,48.47,69.06,37.45,3519110.91,855981.12
"2025-11-01","Lyft",13,56158,13.494,55.1,68.46,52.12,74.29,38.94,3094368.85,757771.99
"2025-11-01","Lyft",14,49889,14.488,58.88,72.76,55.87,79.04,40.48,2937223.98,722773.76
"2025-11-01","Lyft",15,42006,15.486,61.91,76.28,58.28,83.48,42.12,2600543.61,650496.16
"2025-11-01","Lyft",16,44575,16.518,68.23,85.19,64.57,93,44.63,3041277.98,736275.13
"2025-11-01","Lyft",17,47768,17.488,73.69,91.64,69.84,100.57,47.66,3520056.82,835366.85
"2025-11-01","Lyft",18,34592,18.458,74.79,92.11,70.79,100.94,49.2,2587124.16,638513.99
"2025-11-01","Lyft",19,23771,19.474,75.48,92.86,71.39,100.92,49.07,1794299.74,462919.21
"2025-11-01","Lyft",20,17608,20.472,77.06,94.46,73.14,102.43,50.03,1356936.59,360476.17
"2025-11-01","Lyft",21,13345,21.479,79.24,97.08,75.26,105.01,50.94,1057395.19,286633.36
"2025-11-01","Lyft",22,10774,22.485,81.54,99.73,77.58,107.99,51.47,878556.17,242255.1
"2025-11-01","Lyft",23,9226,23.489,84.12,102.85,80.14,109.91,51.64,776053.44,216707.63
"2025-11-01","Lyft",24,8211,24.502,85.85,104.42,82.11,112.53,52.28,704955.03,201189.74
"2025-11-01","Lyft",25,8093,25.499,88.05,106.62,84.31,115.31,52.72,712591.14,206365.03
"2025-11-01","Lyft",26,7443,26.482,91.34,110.29,87.44,119.89,53.67,679872.57,197107.93
"2025-11-01","Lyft",27,6961,27.501,94.2,113.79,90.47,122.25,55.04,655694.45,191431.5
"2025-11-01","Lyft",28,6201,28.49,97.35,117.48,93.23,127.05,56.12,603680.14,176663.76
"2025-11-01","Lyft",29,4991,29.474,100.82,121.39,96.06,131.77,57.88,503195.39,147103.83
"2025-11-01","Lyft",30,4180,30.489,104.6,125.51,99.42,136.44,58.85,437243.61,127445.97
"2025-11-01","Lyft",31,3730,31.491,107.3,128.12,102.13,139.26,59.87,400223.68,117461.22
"2025-11-01","Lyft",32,3610,32.495,109.45,129.8,104.09,140.22,59.87,395102.33,117306.8
"2025-11-01","Lyft",33,2821,33.484,112.5,132.61,106.37,145.96,61.67,317366.84,94457.74
"2025-11-01","Lyft",34,2531,34.491,114.74,135.06,109.44,146.79,62.48,290403.61,87296.48
"2025-11-01","Lyft",35,2403,35.486,118.51,138.96,111.68,154,64.3,284777.84,85273.43
"2025-11-01","Lyft",36,2080,36.495,119.36,139.98,113.49,153.25,65.06,248259.5,75909.26
"2025-11-01","Lyft",37,1860,37.494,123.61,144.29,118.21,157.66,66.78,229918.13,69737.94
"2025-11-01","Lyft",38,1871,38.484,125.73,146.01,120.05,161.82,67.9,235235.64,72003.78
"2025-11-01","Lyft",39,1641,39.493,125.94,146.16,121.82,156.49,68.47,206668.81,64807.2
"2025-11-01","Lyft",40,1374,40.496,130.09,150.77,124.36,165.54,69.51,178738.86,55641.84
"2025-11-01","Lyft",41,1257,41.498,133.68,154.55,127.69,170.83,70.4,168037.69,52162.74
"2025-11-01","Lyft",42,1173,42.494,137.31,158.39,130.08,174.27,71.84,161066.14,49845.13
"2025-11-01","Lyft",43,1097,43.497,138.7,159.36,133.2,177.17,72.13,152148.69,47716.44
"2025-11-01","Lyft",44,1022,44.489,141.12,162.16,134.44,179.33,73.73,144221.8,45467.27
"2025-11-01","Lyft",45,962,45.495,143.09,163.78,137.29,178.46,73.43,137655.47,43766.44
"2025-11-01","Lyft",46,837,46.489,146.24,167.67,139.39,190.3,74.85,122405.81,38911.1
"2025-11-01","Lyft",47,770,47.492,149.32,171.01,143.2,188.58,75.69,114979.31,36568.78
"2025-11-01","Lyft",48,680,48.492,150.99,172.35,144.93,189.64,77.52,102675.81,32974.7
"2025-11-01","Lyft",49,701,49.498,154.91,176.36,148.68,195.14,79.09,108588.67,34698.4
"2025-11-01","Lyft",50,608,50.482,161.76,183.65,153.99,209.39,79.74,98350.47,30692.97
"2025-11-01","Lyft",51,528,51.48,168.13,190.82,161.82,212.53,81.97,88771.72,27181.48
"2025-11-01","Lyft",52,478,52.487,172.89,195.63,163.62,225.03,82.29,82643.14,25088.71
"2025-11-01","Lyft",53,402,53.488,171.92,195.59,163.97,220.23,84.03,69112.43,21502.02
"2025-11-01","Lyft",54,362,54.469,182.03,206.37,175.06,233.32,85.84,65894.2,19717.8
"2025-11-01","Lyft",55,328,55.489,173.58,196.17,166.16,215.03,85.6,56935.86,18200.27
"2025-11-01","Lyft",56,287,56.491,183.43,206.53,175.63,234.41,88.41,52645.4,16213.01
"2025-11-01","Lyft",57,294,57.457,185.6,209.26,177.06,239.1,88.01,54565.96,16892.48
"2025-11-01","Lyft",58,227,58.517,189.81,214.19,183.62,235.37,88.56,43087.66,13283.26
"2025-11-01","Lyft",59,230,59.49,192.48,216.15,182.74,245.97,93.27,44271.23,13682.72
"2025-11-01","Lyft",60,3153,81.259,251.19,281.61,227.19,348.06,115.06,792005,256210.3
"2025-11-01","Uber",0,1606473,0.742,10.36,12.74,8.49,15.92,6.24,16644699.52,1191806.91
"2025-11-01","Uber",1,3675034,1.462,14.13,17.08,11.71,22.83,10.58,51934244.7,5374657.12
"2025-11-01","Uber",2,2240594,2.455,19.3,22.93,16.38,30.45,15.47,43243129.14,5501431.64
"2025-11-01","Uber",3,1513728,3.467,23.21,27.61,20.34,35.46,19.23,35130012.21,5247851.33
"2025-11-01","Uber",4,1081626,4.469,26.31,31.61,23.37,39.78,22.22,28459502.31,4833953.07
"2025-11-01","Uber",5,805909,5.471,29.29,35.23,26.12,44.79,24.6,23608812.01,4409009.7
"2025-11-01","Uber",6,624100,6.476,31.76,38.31,28.37,48.44,26.33,19820388,4041903.38
"2025-11-01","Uber",7,507541,7.479,35.09,42.69,31.4,53.43,28.18,17808235.77,3795910.22
"2025-11-01","Uber",8,439781,8.486,39,48.43,34.91,60.24,30.01,17153514.68,3732120.83
"2025-11-01","Uber",9,407991,9.488,44.38,55.66,39.61,70.31,31.97,18107247.07,3870957.14
"2025-11-01","Uber",10,340691,10.471,47.41,58.88,42.73,73.87,33.73,16152777.84,3567529.92
"2025-11-01","Uber",11,249316,11.471,48.23,59.18,43.92,73.16,35.75,12025145.16,2859984.5
"2025-11-01","Uber",12,194225,12.47,50.41,61.78,46.08,75.83,37.51,9791292.51,2421937.83
"2025-11-01","Uber",13,159546,13.486,54.45,67.06,49.39,83.05,39.05,8687770.34,2151674.65
"2025-11-01","Uber",14,141002,14.483,58.76,72.07,53.6,89.1,40.68,8285197.7,2042066.43
"2025-11-01","Uber",15,118951,15.48,62.4,76.21,56.91,94.57,42.65,7422263.48,1841326.8
"2025-11-01","Uber",16,126291,16.517,72.23,89.55,66.31,111.61,44.97,9121877.75,2085938.76
"2025-11-01","Uber",17,146371,17.49,82.1,101.77,76.07,126.01,48.67,12016581.34,2560015.1
"2025-11-01","Uber",18,103763,18.454,81.77,100.41,75.19,125.92,50.02,8484610.46,1914887.46
"2025-11-01","Uber",19,70464,19.466,80.75,98.71,74.59,122.56,49.8,5689647.26,1371628.91
"2025-11-01","Uber",20,53445,20.469,83.32,101.63,77.34,125.76,50.88,4452936.09,1093989.83
"2025-11-01","Uber",21,39032,21.474,87.09,105.9,80.55,132.24,52.44,3399381.23,838188.11
"2025-11-01","Uber",22,30533,22.476,90.23,109.37,83.81,135.05,52.57,2755040.53,686245.16
"2025-11-01","Uber",23,24960,23.481,93.58,113.1,87.4,139.85,52.64,2335840.02,586082.55
"2025-11-01","Uber",24,20996,24.489,97.58,117.48,91.51,144.97,53.21,2048716.06,514173.52
"2025-11-01","Uber",25,19398,25.483,103.06,123.7,96.75,153.29,53.58,1999170.66,494321.01
"2025-11-01","Uber",26,17793,26.478,108.16,129.54,102.29,159.05,54.92,1924572.19,471115.99
"2025-11-01","Uber",27,16028,27.496,114.03,136.62,108.36,165.6,55.77,1827651.33,440702.01
"2025-11-01","Uber",28,14568,28.476,118.98,142.52,112.88,171.08,57.2,1733259.46,414841.78
"2025-11-01","Uber",29,11314,29.478,123.93,147.41,117.69,179.07,58.43,1402112.2,333514.5
"2025-11-01","Uber",30,9685,30.485,129.93,153.21,122.75,188.11,59.29,1258402.96,295251.48
"2025-11-01","Uber",31,8207,31.485,133.41,156.38,126.3,191.83,60.06,1094913.14,258396.61
"2025-11-01","Uber",32,7747,32.491,137.49,160.29,130.26,195.74,60.71,1065139.06,251710.03
"2025-11-01","Uber",33,6527,33.481,142.69,165.83,134.84,203.76,62.25,931343.82,218527.86
"2025-11-01","Uber",34,5817,34.481,146.31,169.02,137.97,208.76,63.6,851099.16,200575.94
"2025-11-01","Uber",35,5109,35.49,150.23,173.27,142.31,214.54,64.1,767549.12,181316.41
"2025-11-01","Uber",36,4850,36.484,153.05,176.4,144.75,216.32,65.52,742272.89,176947.86
"2025-11-01","Uber",37,4215,37.489,156.48,179.71,147.8,221.04,66.15,659581.93,158014.12
"2025-11-01","Uber",38,4012,38.49,159.72,182.23,151.26,226.87,67.95,640795.04,154423.17
"2025-11-01","Uber",39,3466,39.475,164.81,187.54,154.45,234.76,69.14,571235.88,136821.44
"2025-11-01","Uber",40,3023,40.482,166.48,189.77,156.49,234.65,69.91,503281.87,122377.26
"2025-11-01","Uber",41,2584,41.484,171.61,195.26,161.09,242.76,70.83,443436.72,107195.81
"2025-11-01","Uber",42,2439,42.489,174.22,198.22,165.09,245.75,71.97,424913.91,103631.65
"2025-11-01","Uber",43,2273,43.494,178.59,202.53,168.91,250.96,72.8,405935.85,98862.12
"2025-11-01","Uber",44,2175,44.491,179.52,202.97,169.86,250.47,73.41,390445.41,96768.21
"2025-11-01","Uber",45,2051,45.491,185.52,209.78,174.95,261.65,74.4,380508.83,93302.67
"2025-11-01","Uber",46,1882,46.489,189.6,214.2,178.24,270.08,76.43,356831.56,87491.9
"2025-11-01","Uber",47,1783,47.479,193.55,218.43,184.31,268.5,76.77,345096.78,84655.91
"2025-11-01","Uber",48,1710,48.491,195.93,221.59,185.5,272.8,78.16,335039.74,82920.07
"2025-11-01","Uber",49,1583,49.496,197.7,223.8,187.4,274.31,79.2,312962.69,78352.91
"2025-11-01","Uber",50,1542,50.497,203.81,229.5,192.48,284.14,80.43,314274.58,77867.12
"2025-11-01","Uber",51,1418,51.489,205.77,232.23,195.71,285.24,81.43,291783.05,73012.03
"2025-11-01","Uber",52,1333,52.491,212.53,239.55,200.1,297.92,82.9,283305.48,69970.81
"2025-11-01","Uber",53,1220,53.495,215.34,241.73,202.17,302.47,85.39,262710.07,65263.62
"2025-11-01","Uber",54,1049,54.472,214.7,241.42,201.25,300.81,86.27,225221.51,57141.43
"2025-11-01","Uber",55,939,55.485,217.03,242.85,205.52,303.81,87.04,203793.27,52100.02
"2025-11-01","Uber",56,886,56.502,222.09,248.37,210.12,318.19,89.46,196773.04,50060.66
"2025-11-01","Uber",57,822,57.471,226.3,251.92,212.16,315.37,88.21,186017.57,47241.19
"2025-11-01","Uber",58,718,58.474,228.96,255.65,215.4,319.87,90.97,164393.86,41984.2
"2025-11-01","Uber",59,691,59.471,226.97,254.36,217.88,313.42,89.24,156836.45,41094.8
"2025-11-01","Uber",60,9126,80.495,287.82,320.6,254.27,417.86,115.1,2626663.79,734595.71
"2025-12-01","Lyft",0,830914,0.723,8.52,10.38,7.3,12.68,6.43,7076974.96,601106.4
"2025-12-01","Lyft",1,1509108,1.469,13.23,15.9,11.64,20.25,11.15,19964980.28,2216988.67
"2025-12-01","Lyft",2,937970,2.461,18.31,21.69,16.45,26.7,16.02,17175949.67,2308538.02
"2025-12-01","Lyft",3,620676,3.468,22.75,27.1,20.86,32.08,19.63,14120328.04,2152771.07
